Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas
HSLG11,Imóveis Industriais e Logísticos,79.24,531474.95,0.66,0.82 ,2.38 ,4.89 ,10.64 ,0.79 ,0.82 ,0.89 ,6.85 ,-2.37 ,-1.57 ,13.63 ,1396695029.94,110.32,0.72,0.59 ,5.13 ,5.75 ,7.22 ,6,17.62,41240
HSML11,Shoppings,79.92,1978041.95,0.66,0.83 ,2.35 ,4.78 ,10.71 ,0.78 ,0.80 ,0.89 ,6.86 ,-6.22 ,-5.45 ,9.97 ,2177205874.86,104.63,0.76,0.62 ,7.22 ,7.89 ,13.54 ,13,16.71,186027
HSRE11,Misto,101.50,1803887.68,0.85,0.84 ,3.22 ,5.18 ,11.49 ,1.07 ,0.86 ,0.96 ,7.05 ,2.53 ,3.39 ,16.43 ,798272861.22,89.71,1.13,1.92 ,-6.59 ,-4.80 ,1.25 ,22,22.26,364
HTMX11,Hotéis,140.16,340752.05,1.22,0.85 ,2.99 ,4.80 ,14.83 ,1.00 ,0.80 ,1.24 ,8.25 ,-1.09 ,-0.25 ,9.13 ,417222835.51,144.46,0.97,1.04 ,2.93 ,4.00 ,20.34 ,21,18.63,37028
HUCG11,Hospitalar,99.40,204.25,0.53,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,116190085.93,,,,,,,2,54.33,233
HUSC11,Hospitalar,94.82,5830.05,0.86,0.00 ,1.83 ,4.59 ,10.28 ,0.61 ,0.77 ,0.86 ,6.69 ,0.00 ,0.00 ,,126840373.41,149.08,0.64,0.58 ,1.59 ,2.17 ,10.54 ,2,49.11,752
HUSI11,Hospitalar,1241.00,1241.00,8.42,0.00 ,1.37 ,2.79 ,7.05 ,0.46 ,0.47 ,0.59 ,0.71 ,0.00 ,0.00 ,,145215672.90,1247.96,0.99,0.70 ,25.66 ,26.54 ,33.10 ,14,42.12,100
IAAG11,Indefinido,7.64,88869.91,0.11,1.44 ,4.30 ,8.23 ,15.52 ,1.43 ,1.37 ,1.29 ,11.13 ,4.37 ,5.87 ,6.14 ,102490497.54,9.80,0.78,1.12 ,0.00 ,0.00 ,0.00 ,0,26.44,13211
IAGR11,Indefinido,3.82,10124.91,0.01,0.15 ,0.15 ,0.61 ,2.29 ,0.15 ,0.61 ,0.19 ,1.03 ,-3.18 ,-3.03 ,45.49 ,17358241.11,6.26,0.61,0.10 ,0.00 ,0.00 ,0.00 ,0,32.57,3596
IBBP11,Indefinido,8.57,39274.59,0.07,0.87 ,1.70 ,4.24 ,5.99 ,0.57 ,0.71 ,0.86 ,5.99 ,-0.12 ,0.75 ,-4.72 ,395944287.55,,,,,,,24,44.57,492
IBCR11,Papéis,53.23,91342.59,0.75,1.39 ,4.38 ,9.07 ,18.39 ,1.46 ,1.51 ,1.53 ,12.51 ,-8.80 ,-7.53 ,17.64 ,85824331.05,89.55,0.59,0.94 ,-4.65 ,-3.76 ,4.38 ,14,17.18,3871
IBFF11,Fundo de Fundos,66.40,162549.50,14.79,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.25 ,0.00 ,0.00 ,,118155565.38,14.78,4.49,100.08 ,-79.09 ,-58.15 ,-58.47 ,14,4.20,8102
ICNE11,Imóveis Residenciais,653.96,,0.58,0.00 ,0.00 ,1.68 ,7.64 ,0.00 ,0.28 ,0.64 ,7.64 ,0.00 ,0.00 ,,86623717.32,,,,,,,14,6.66,5
ICRI11,Misto,91.95,488678.91,1.10,1.17 ,3.38 ,7.01 ,15.66 ,1.13 ,1.17 ,1.31 ,10.12 ,-2.81 ,-1.67 ,19.76 ,384164266.80,,,,,,,14,19.30,8636
IDFI11,Indefinido,2.00,2592.80,1.56,78.04 ,0.00 ,0.00 ,418.46 ,0.00 ,0.00 ,34.87 ,1043.04 ,-54.34 ,-18.70 ,44259.43 ,3283391.87,1.60,1.25,269.79 ,-97.14 ,-89.43 ,-91.38 ,1,81.41,617
IDGR11,Misto,1.50,332.83,0.09,5.99 ,0.00 ,0.00 ,66.25 ,0.00 ,0.00 ,5.52 ,5.99 ,-50.98 ,-48.04 ,-48.04 ,79368.95,,,,,,,1,119.65,171
IDUA11,Imóveis Comerciais - Outros,64.42,,4.59,0.00 ,0.00 ,2.34 ,10.08 ,0.00 ,0.39 ,0.84 ,12.00 ,0.00 ,0.00 ,,26961795.48,,,,,,,14,9.49,1
IFRA11,Indefinido,92.30,1344039.18,1.03,1.06 ,3.83 ,6.94 ,13.64 ,1.28 ,1.16 ,1.14 ,9.16 ,0.82 ,1.88 ,15.26 ,,,,,,,,0,18.64,0
IFRI11,Misto,98.90,1376473.45,1.75,1.76 ,3.50 ,7.69 ,14.00 ,1.17 ,1.28 ,1.17 ,9.65 ,3.53 ,5.35 ,22.74 ,,,,,,,,0,16.80,0
IMOV11,Indefinido,,,0.09,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,492707282.91,,,,,,,14,,13027
INFA11,Outros,9.82,,0.09,0.00 ,0.00 ,12.94 ,16.31 ,0.00 ,2.16 ,2.04 ,14.56 ,0.00 ,0.00 ,,,,,,,,,0,2.41,0
INFB11,Indefinido,100.50,100258.80,1.00,0.99 ,0.99 ,2.10 ,5.21 ,0.99 ,0.53 ,1.30 ,2.10 ,12.70 ,13.82 ,9.66 ,,,,,,,,0,88.56,0
INLG11,Imóveis Industriais e Logísticos,73.22,95032.32,0.77,1.04 ,3.10 ,6.39 ,12.97 ,1.03 ,1.07 ,1.08 ,8.74 ,-2.56 ,-1.54 ,19.86 ,452001000.67,,,,,,,5,17.37,17350
INRD11,Fundo de Desenvolvimento,69.00,17038.41,0.63,0.88 ,2.55 ,5.46 ,11.01 ,0.85 ,0.91 ,0.92 ,7.38 ,-4.37 ,-3.53 ,20.82 ,134149474.41,,,,,,,5,17.34,6977
IRDM11,Papéis,61.32,5105824.36,0.78,1.25 ,3.70 ,7.27 ,15.12 ,1.23 ,1.21 ,1.26 ,10.10 ,-8.31 ,-7.16 ,19.06 ,2958773255.69,81.21,0.76,1.03 ,-12.49 ,-11.58 ,-8.04 ,1,15.67,272434
IRIF11,Papéis,8.54,39176.77,0.11,1.24 ,2.50 ,6.26 ,6.26 ,0.83 ,1.04 ,1.04 ,6.26 ,2.18 ,3.45 ,10.26 ,,,,,,,,0,38.60,0
IRIM11,Indefinido,66.68,114610.09,0.81,1.20 ,3.72 ,7.40 ,15.93 ,1.24 ,1.23 ,1.33 ,10.53 ,-2.65 ,-1.49 ,31.78 ,164802215.96,85.83,0.78,1.05 ,-11.81 ,-10.88 ,-7.49 ,14,19.39,2590
ISCJ11,Papéis,91.00,1093.75,45.12,0.00 ,20.58 ,21.96 ,25.15 ,6.86 ,3.66 ,2.10 ,26.94 ,0.00 ,0.00 ,,34990864.90,,,,,,,14,68.67,61
ITIP11,Papéis,66.24,47125.95,0.80,1.21 ,3.62 ,7.12 ,13.24 ,1.21 ,1.19 ,1.10 ,9.21 ,0.30 ,1.52 ,13.19 ,51206622.27,68.44,0.97,1.17 ,-14.55 ,-13.55 ,-11.49 ,14,16.06,13211
ITIT11,Fundo de Fundos,68.07,70636.36,0.63,0.91 ,2.68 ,5.51 ,10.97 ,0.89 ,0.92 ,0.91 ,7.43 ,-0.23 ,0.68 ,14.93 ,66936526.13,74.33,0.92,0.83 ,-5.86 ,-5.08 ,1.29 ,14,13.16,10277
ITRI11,Shoppings,76.66,603649.55,0.82,1.03 ,3.10 ,6.15 ,12.71 ,1.03 ,1.03 ,1.06 ,8.34 ,-2.50 ,-1.50 ,15.77 ,569672404.26,,,,,,,14,16.78,14872
IVCI11,Papéis,96.86,,1.42,0.00 ,0.00 ,4.49 ,8.33 ,0.00 ,0.75 ,1.04 ,5.17 ,0.00 ,0.00 ,,48994224.26,,,,,,,0,3.36,16
JASC11,Imóveis Comerciais - Outros,98.50,22655.00,0.67,0.00 ,0.00 ,1.90 ,5.51 ,0.00 ,0.32 ,0.46 ,3.16 ,0.00 ,0.00 ,,395033488.55,,,,,,,19,49.64,165
JBFO11,Papéis,15.03,82.00,0.04,0.00 ,0.00 ,0.50 ,111.75 ,0.00 ,0.50 ,9.31 ,0.77 ,0.00 ,0.00 ,,9864392.02,,,,,,,14,103.63,369
JCCJ11,Papéis,160.00,2836776.40,0.34,0.21 ,0.44 ,1.01 ,2.77 ,0.44 ,0.17 ,0.23 ,1.58 ,0.00 ,0.00 ,,315105368.86,,,,,,,14,24.82,122
JCIN11,Fundo de Fundos,150.00,14741507.14,0.62,0.00 ,0.00 ,0.74 ,3.14 ,0.00 ,0.74 ,0.26 ,1.52 ,0.00 ,0.00 ,,316690599.93,,,,,,,14,19.42,5
JFLL11,Imóveis Residenciais,68.00,14449.64,0.40,0.57 ,2.30 ,4.44 ,9.60 ,0.77 ,0.74 ,0.80 ,6.00 ,-0.27 ,0.30 ,7.22 ,161188895.19,107.42,0.63,0.58 ,6.38 ,7.00 ,16.27 ,233,17.73,2554
JGPX11,Indefinido,71.68,318153.45,1.20,1.64 ,3.54 ,6.35 ,13.63 ,1.18 ,1.06 ,1.14 ,8.53 ,14.76 ,16.65 ,40.90 ,205917661.90,96.17,0.75,0.68 ,0.21 ,0.89 ,11.86 ,0,33.74,5823
JMBI11,Outros,85.21,730440.23,1.10,1.29 ,2.62 ,6.53 ,9.17 ,0.87 ,1.09 ,1.02 ,9.17 ,-0.40 ,0.89 ,10.95 ,,,,,,,,0,41.77,0
JPPA11,Papéis,78.50,64259.36,1.06,1.34 ,4.20 ,8.20 ,17.22 ,1.40 ,1.37 ,1.44 ,11.61 ,-1.66 ,-0.34 ,20.55 ,87647333.66,96.95,0.81,1.27 ,-1.39 ,-0.14 ,12.38 ,14,14.49,6673
JRDM11,Shoppings,85.00,610682.00,7.83,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,0.00 ,0.00 ,,118155565.38,88.84,0.96,0.45 ,-1.16 ,-0.71 ,7.23 ,14,9.34,8102
JSAF11,Fundo de Fundos,7.35,1312120.82,0.09,1.23 ,3.53 ,7.27 ,14.49 ,1.18 ,1.21 ,1.21 ,10.00 ,-6.33 ,-5.18 ,8.98 ,692918106.34,8.94,0.82,1.02 ,-90.48 ,-90.39 ,-89.62 ,14,24.10,22045
JSCR11,Papéis,8.09,318015.36,0.10,1.14 ,3.40 ,7.07 ,65.73 ,1.13 ,1.18 ,5.48 ,21.27 ,-0.60 ,0.54 ,38.86 ,206374006.50,,,,,,,14,31.52,3685
JSRE11,Misto,63.20,1094095.09,0.48,0.75 ,2.21 ,4.66 ,9.80 ,0.74 ,0.78 ,0.82 ,6.47 ,-3.38 ,-2.66 ,25.21 ,2117083246.23,101.94,0.62,0.47 ,-9.76 ,-9.34 ,-5.37 ,6,19.51,87365
JURO11,Indefinido,97.56,2892412.45,1.00,1.02 ,3.04 ,6.21 ,11.75 ,1.01 ,1.04 ,0.98 ,7.64 ,-0.43 ,0.59 ,10.89 ,,,,,,,,0,14.81,0
KCRE11,Indefinido,8.68,291649.05,0.11,1.26 ,4.05 ,7.73 ,14.28 ,1.35 ,1.29 ,1.19 ,10.38 ,-3.10 ,-1.88 ,18.72 ,336938445.77,9.36,0.93,1.18 ,-90.44 ,-90.33 ,-90.22 ,14,16.94,15731
KDIF11,Indefinido,119.82,2728506.45,1.25,1.04 ,2.86 ,6.39 ,12.22 ,0.95 ,1.07 ,1.02 ,8.43 ,-5.84 ,-4.87 ,11.63 ,,,,,,,,0,16.63,0
KDOL11,Misto,93.00,142705.05,0.45,0.48 ,1.45 ,3.02 ,4.44 ,0.48 ,0.50 ,0.56 ,3.92 ,-1.61 ,-1.14 ,-3.13 ,68164642.66,101.59,0.92,0.50 ,0.00 ,0.00 ,0.00 ,0,23.81,1920
KEVE11,Fundo de Desenvolvimento,850.00,2762.50,34.53,0.00 ,0.00 ,5.23 ,29.78 ,0.00 ,0.87 ,2.48 ,8.30 ,0.00 ,0.00 ,,82410274.66,557.95,1.52,6.19 ,-40.15 ,-36.44 ,-38.89 ,14,186.49,445
KFEN11,Indefinido,1100.00,1571.43,9.22,0.00 ,0.00 ,3.28 ,4.40 ,0.00 ,0.55 ,0.73 ,4.40 ,0.00 ,0.00 ,,167168791.26,,,,,,,14,31.84,129
KFOF11,Fundo de Fundos,76.84,656358.68,0.75,0.96 ,2.79 ,5.83 ,12.12 ,0.93 ,0.97 ,1.01 ,8.10 ,-3.86 ,-2.93 ,18.89 ,611301700.60,87.15,0.88,0.86 ,-4.09 ,-3.27 ,2.12 ,14,16.57,29068
KINP11,Fundo de Desenvolvimento,10.00,38394.20,2.90,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19.95 ,0.00 ,0.00 ,,118155565.38,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,12.74,8102
KISU11,Fundo de Fundos,6.75,377459.05,0.07,1.02 ,3.02 ,6.06 ,12.02 ,1.01 ,1.01 ,1.00 ,8.18 ,-1.30 ,-0.29 ,11.07 ,349164784.77,7.90,0.85,0.89 ,-9.40 ,-8.60 ,-6.49 ,14,18.49,105882
KIVO11,Papéis,64.96,278896.50,0.95,1.38 ,4.57 ,9.04 ,17.63 ,1.52 ,1.51 ,1.47 ,12.42 ,-2.62 ,-1.28 ,19.73 ,188888319.39,,,,,,,14,24.87,6837
KNCA11,Indefinido,93.25,2166159.68,1.25,1.33 ,3.68 ,7.41 ,14.52 ,1.23 ,1.24 ,1.21 ,10.01 ,-4.05 ,-2.78 ,21.16 ,2208060991.08,2208060991.08,0.00,0.00 ,2160808332.28 ,2160808333.36 ,2404416217.65 ,0,20.48,77673
KNCR11,Papéis,104.30,9237902.00,1.35,1.29 ,3.59 ,6.86 ,13.02 ,1.20 ,1.14 ,1.09 ,9.00 ,-0.19 ,1.10 ,18.60 ,7795021865.06,101.88,1.02,1.18 ,1.12 ,2.31 ,15.81 ,14,9.86,424325
KNHF11,Indefinido,90.36,2758597.55,1.00,1.10 ,3.27 ,6.49 ,13.18 ,1.09 ,1.08 ,1.10 ,8.87 ,-3.18 ,-2.12 ,25.80 ,1945854445.19,,,,,,,3,18.03,45664
KNHY11,Papéis,101.35,3031331.59,1.30,1.28 ,3.88 ,7.71 ,14.54 ,1.29 ,1.29 ,1.21 ,10.23 ,-1.09 ,0.17 ,19.23 ,2763081124.78,98.09,1.03,1.33 ,0.35 ,1.68 ,14.85 ,14,11.37,25796
KNIP11,Papéis,87.72,5897879.23,0.80,0.92 ,2.95 ,6.68 ,12.70 ,0.98 ,1.11 ,1.06 ,9.04 ,-4.37 ,-3.49 ,13.65 ,7273157174.44,90.83,0.97,0.88 ,-3.23 ,-2.38 ,6.57 ,14,9.81,72634
KNOX11,Indefinido,101.50,553052.15,2.64,2.68 ,2.68 ,2.68 ,8.58 ,0.89 ,0.45 ,0.72 ,2.68 ,6.21 ,9.06 ,9.06 ,,,,,,,,0,24.95,0
KNPR11,Indefinido,,,3.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,54032748.86,,,,,,,14,,593
KNRE11,Fundo de Desenvolvimento,0.25,2309.05,0.00,1.68 ,1.68 ,338.66 ,338.66 ,0.56 ,56.44 ,28.22 ,338.66 ,575.00 ,586.34 ,1099.67 ,12436970.99,0.76,0.33,9.22 ,0.00 ,9.22 ,0.46 ,14,374.57,5941
KNRI11,Misto,137.00,5129213.91,1.00,0.70 ,2.08 ,4.28 ,8.87 ,0.69 ,0.71 ,0.74 ,5.83 ,-1.46 ,-0.77 ,20.34 ,4598316578.70,163.04,0.84,0.61 ,2.00 ,2.63 ,11.19 ,20,15.98,298824
KNSC11,Papéis,8.63,3281308.45,0.10,1.13 ,3.26 ,6.85 ,13.37 ,1.09 ,1.14 ,1.11 ,9.24 ,-0.89 ,0.23 ,22.00 ,1765877919.27,8.73,0.99,1.03 ,-90.09 ,-89.99 ,-88.94 ,14,15.21,222343
KNUQ11,Indefinido,105.50,2086465.05,1.50,1.43 ,4.08 ,7.79 ,14.61 ,1.36 ,1.30 ,1.22 ,10.26 ,0.10 ,1.53 ,21.69 ,1551739920.17,,,,,,,14,11.20,35822
KOPA11,Indefinido,918.00,394184.73,40.00,4.36 ,7.96 ,12.90 ,23.70 ,2.65 ,2.15 ,1.98 ,23.70 ,-1.92 ,2.35 ,61.02 ,334706613.33,334706613.33,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0,27.88,3495
KORE11,Lajes Corporativas,70.40,2661327.36,1.25,1.71 ,4.62 ,9.35 ,18.82 ,1.54 ,1.56 ,1.57 ,12.79 ,-12.39 ,-10.89 ,11.20 ,1018985345.20,,,,,,,4,23.95,25173
KRES11,Misto,,,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,231388195.69,,,,,,,1,,131
LAFI11,Misto,116.99,387584.43,4.94,4.30 ,4.30 ,4.30 ,12.22 ,4.30 ,4.30 ,12.22 ,12.22 ,-1.98 ,2.24 ,2.24 ,87696873.41,111.46,1.05,4.43 ,0.00 ,0.00 ,0.00 ,0,44.06,1270
LASC11,Shoppings,91.93,375167.10,5.73,5.65 ,10.29 ,12.46 ,15.72 ,3.43 ,2.08 ,1.31 ,13.28 ,1.51 ,7.25 ,13.30 ,397054042.58,135.04,0.68,2.80 ,26.25 ,29.79 ,30.34 ,2,35.11,421
LAVF11,Indefinido,,,1.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,,8102
LFTT11,Papéis,6.90,18042.50,1.74,25.82 ,58.86 ,139.26 ,59723349.74 ,19.62 ,23.21 ,4976945.81 ,139.26 ,-4.66 ,19.96 ,604.07 ,37830518.33,56.89,0.12,3.06 ,42.08 ,46.44 ,-48.40 ,51,304.15,752
LGCP11,Imóveis Industriais e Logísticos,82.95,163106.04,0.80,1.13 ,3.17 ,5.76 ,10.78 ,1.06 ,0.96 ,0.90 ,10.78 ,-7.22 ,-6.17 ,-7.05 ,457171677.92,101.32,0.82,0.79 ,-1.43 ,-0.65 ,7.48 ,5,9.47,19183
LIFE11,Imóveis Comerciais - Outros,8.53,490724.14,0.12,1.34 ,4.06 ,8.31 ,17.56 ,1.35 ,1.39 ,1.46 ,11.54 ,0.11 ,1.45 ,16.42 ,378066265.41,,,,,,,14,27.16,17651
LLAO11,Misto,57.20,57.00,7.31,11.32 ,0.00 ,11.32 ,13.43 ,0.00 ,1.89 ,1.92 ,11.32 ,-2.11 ,8.97 ,8.97 ,18792084.65,,,,,,,12,25.26,78
LOFT11B,Fundo de Desenvolvimento,29.90,,47.90,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,142.96 ,0.00 ,0.00 ,,1930522.98,,,,,,,2,,8
LPLP11,Indefinido,560.00,553.33,1.21,0.00 ,0.00 ,1.16 ,5.40 ,0.00 ,0.19 ,0.45 ,11.25 ,0.00 ,0.00 ,,182997115.37,,,,,,,14,38.01,14
LRDI11,Indefinido,80.54,81.00,5.95,0.00 ,0.00 ,13.52 ,13.52 ,0.00 ,13.52 ,13.52 ,13.52 ,0.00 ,0.00 ,,29760543.53,,,,,,,14,144.61,100
LSAG11,Indefinido,75.68,54828.05,1.20,1.59 ,4.42 ,8.63 ,18.57 ,1.47 ,1.44 ,1.55 ,13.88 ,-1.72 ,-0.16 ,28.21 ,99344489.35,99344489.35,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0,21.19,2809
LSOI11,Misto,85.00,,0.10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,13422334.90,,,,,,,2,,9
LSPA11,Papéis,24.01,453.61,20.85,86.84 ,0.00 ,0.00 ,210.27 ,0.00 ,0.00 ,17.52 ,299.45 ,0.00 ,86.84 ,153.73 ,8473824.04,,,,,,,14,81.17,727
LTMT11,Imóveis Residenciais,94.53,53693.00,8.38,8.80 ,0.00 ,0.00 ,8.80 ,0.00 ,0.00 ,8.80 ,8.80 ,0.00 ,0.00 ,,11782747.58,,,,,,,1,30.98,110
LUGG11,Imóveis Residenciais,72.82,23956.00,0.59,0.88 ,2.59 ,5.08 ,9.23 ,0.86 ,0.85 ,0.77 ,9.23 ,-3.20 ,-2.35 ,-10.08 ,132968746.75,117.60,0.62,0.51 ,-7.97 ,-7.50 ,-0.34 ,5,10.07,7962
LVBI11,Imóveis Industriais e Logísticos,102.54,2421282.32,0.75,0.73 ,2.20 ,4.55 ,9.84 ,0.73 ,0.76 ,0.82 ,6.39 ,-0.61 ,0.11 ,18.23 ,1896414739.23,117.65,0.87,0.64 ,1.86 ,2.51 ,7.78 ,10,18.23,132366
MALL11,Shoppings,99.90,1230798.43,0.86,0.85 ,2.54 ,5.27 ,10.16 ,0.85 ,0.88 ,0.85 ,6.13 ,1.45 ,2.31 ,17.74 ,1694865745.73,121.22,0.82,0.70 ,1.09 ,1.80 ,18.43 ,11,12.50,129577
MANA11,Indefinido,8.70,885431.32,0.11,1.26 ,3.75 ,7.64 ,15.70 ,1.25 ,1.27 ,1.31 ,10.50 ,-1.46 ,-0.22 ,26.11 ,346971428.48,,,,,,,14,14.89,28039
MATV11,Indefinido,86.63,13027.43,0.60,0.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.11 ,-1.41 ,-0.69 ,-1.08 ,118155565.38,91.09,0.95,0.66 ,-1.89 ,-1.24 ,-0.18 ,1,0.37,8102
MAXR11,Varejo,63.09,60125.09,0.52,0.81 ,1.83 ,3.37 ,31.55 ,0.61 ,0.56 ,2.63 ,4.46 ,-3.41 ,-2.62 ,11.19 ,115755627.51,102.83,0.61,0.34 ,-16.45 ,-16.17 ,-9.97 ,7,17.58,4384
MBRF11,Lajes Corporativas,,,0.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,1136.01,,0.88 ,-0.17 ,0.71 ,10.03 ,0,,0
MCCI11,Papéis,85.19,1965078.14,1.00,1.16 ,3.24 ,6.57 ,13.10 ,1.08 ,1.10 ,1.09 ,8.92 ,-1.54 ,-0.39 ,31.26 ,1579333452.06,93.12,0.91,0.97 ,0.67 ,1.64 ,6.36 ,14,16.35,108383
MCEM11,Shoppings,65.60,186661.67,0.48,0.73 ,2.21 ,2.21 ,7.42 ,0.74 ,0.74 ,2.47 ,2.21 ,0.28 ,1.01 ,25.74 ,101619621.28,,,,,,,14,667.90,171
MCHF11,Papéis,9.10,1778820.09,2.59,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.51 ,0.00 ,0.00 ,,118155565.38,10.38,0.88,0.67 ,9.15 ,9.88 ,12.93 ,1,7.84,8102
MCHY11,Papéis,8.58,4789731.61,0.10,1.39 ,3.81 ,7.19 ,13.89 ,1.27 ,1.20 ,1.16 ,13.89 ,-12.22 ,-11.00 ,-21.94 ,1060212799.64,9.50,0.90,1.05 ,-90.53 ,-90.43 ,-89.35 ,1,26.95,93666
MCLO11,Imóveis Industriais e Logísticos,10.56,2025569.93,0.09,0.00 ,1.90 ,1.90 ,1.90 ,0.63 ,0.48 ,0.48 ,1.90 ,0.00 ,0.00 ,,1716721037.68,,,,,,,5,26.58,202
MCRE11,Papéis,8.59,2076079.05,0.11,1.28 ,3.83 ,7.68 ,15.83 ,1.28 ,1.28 ,1.32 ,10.53 ,-1.15 ,0.11 ,43.85 ,1140595244.81,,,,,,,1,21.60,82519
MFAI11,Fundo de Fundos,69.98,11326.82,34.18,48.84 ,0.00 ,0.00 ,49.90 ,0.00 ,0.00 ,4.16 ,56.24 ,2.66 ,52.79 ,89.75 ,27463042.22,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,15.49,2301
MFII11,Fundo de Desenvolvimento,79.62,670520.73,1.06,1.31 ,3.98 ,8.05 ,16.17 ,1.33 ,1.34 ,1.35 ,10.90 ,-1.03 ,0.27 ,5.02 ,620082880.13,104.00,0.77,1.07 ,-1.64 ,-0.59 ,9.91 ,1,21.80,32931
MGCR11,Papéis,9.40,259145.59,0.33,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,0.00 ,0.00 ,,118155565.38,9.78,0.96,1.02 ,-89.08 ,-88.97 ,-88.55 ,14,14.56,8102
MGFF11,Fundo de Fundos,69.99,2558695.75,4.26,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,73.54,0.95,0.71 ,2.57 ,3.29 ,-0.09 ,14,8.07,8102
MGHT11,Hotéis,15.68,12681.59,0.13,0.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.24 ,-14.42 ,-14.07 ,-21.90 ,35669791.01,50.81,0.31,0.26 ,-40.63 ,-40.48 ,-43.69 ,1,63.00,4308
MGLG11,Imóveis Industriais e Logísticos,40.99,55314.19,0.35,0.86 ,2.58 ,4.56 ,11.69 ,0.86 ,0.76 ,0.97 ,0.86 ,-3.60 ,-2.77 ,-2.77 ,116088485.68,61.55,0.67,0.57 ,57.54 ,58.43 ,-18.62 ,2,27.79,3712
MGRI11,Indefinido,58.18,,1.42,0.00 ,0.00 ,8.02 ,19.66 ,0.00 ,1.34 ,1.64 ,12.42 ,0.00 ,0.00 ,,17534440.83,,,,,,,1,5.99,1
MINT11,Educacional,96.50,2171.20,14.67,15.20 ,0.00 ,0.00 ,15.20 ,0.00 ,0.00 ,7.60 ,19.77 ,-5.85 ,8.46 ,14.95 ,50527673.91,,,,,,,3,19.26,94
MMPD11,Indefinido,,,1.24,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,59280639.68,,,,,,,14,,102
MORC11,Papéis,89.87,1741368.33,3.08,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.03 ,0.00 ,0.00 ,,118155565.38,97.73,0.92,0.34 ,0.11 ,0.45 ,5.63 ,14,3.25,8102
MORE11,Fundo de Fundos,76.21,1327577.67,6.02,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,86.87,0.88,0.81 ,4.88 ,5.72 ,2.91 ,14,2.67,8102
MXRF11,Papéis,9.52,8531291.27,0.10,1.04 ,3.15 ,6.29 ,12.59 ,1.05 ,1.05 ,1.05 ,8.46 ,0.74 ,1.78 ,19.63 ,4121346798.72,9.42,1.01,1.06 ,-6.82 ,-5.84 ,-0.34 ,5,12.10,1321795
NAVT11,Papéis,70.35,40651.05,0.75,1.08 ,3.41 ,6.61 ,13.97 ,1.14 ,1.10 ,1.16 ,9.04 ,-4.75 ,-3.73 ,28.56 ,52319075.46,85.45,0.82,1.15 ,-4.61 ,-3.51 ,-2.41 ,14,34.00,2614
