P/L,P/RECEITA_(PSR),P/VP,DY,PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Papel
7.67,0.54,0.57,10.76,65.24,7.00,27.85,6.73,11.72,8.03,13.99,4.58,7.97,0.28,0.87,-0.69,13.11,0.98,0.52,7.48,4.33,3.68,0.43,3.45,6.01,0.63,0.49,0.51,2.17,6.05,-11.96,ROMI3
-0.22,0.25,-4.06,0.00,0.00,-112.32,5.17,-87.08,-78.48,-2.33,-2.10,-0.32,-0.29,0.13,1.17,-0.20,-1.02,-18.65,0.50,-1823.36,-57.54,-56.67,-25.60,-2.01,-1.81,-26.66,-0.03,1.03,1.41,-14.13,,AERI3
-9.94,0.40,2.09,0.00,0.00,-4.03,51.34,12.16,17.31,4.85,6.91,2.32,3.30,0.30,-1.44,-0.41,0.56,-0.12,0.75,-21.06,18.95,-3.02,2.29,2.53,3.61,2.33,0.14,0.86,0.56,-6.72,,AMAR3
5.68,0.43,0.92,6.20,34.87,7.56,16.76,11.44,12.96,3.34,3.79,3.31,3.75,0.59,1.29,-1.67,9.28,1.51,1.38,16.28,13.81,10.47,0.01,0.03,0.04,0.23,0.64,0.36,3.52,17.03,2.80,DEXP3
8.36,1.18,2.37,15.18,69.42,14.07,29.43,18.38,24.21,5.45,7.18,4.86,6.40,0.88,3.27,-1.49,24.83,7.03,0.75,28.31,13.19,10.53,0.38,0.77,1.02,1.00,0.37,0.62,2.96,7.89,16.47,UNIP6
11.33,0.79,0.67,0.46,11.19,6.95,69.08,30.39,47.59,3.66,5.74,1.66,2.59,0.23,2.01,-0.30,11.99,0.71,0.29,5.88,9.98,2.22,0.81,2.01,3.15,1.29,0.35,0.65,1.93,,,DESK3
-0.70,0.41,0.36,0.00,0.00,-57.81,-20.85,-40.32,-37.58,-5.77,-5.38,-1.08,-1.01,0.10,-0.29,-0.14,4.34,-2.22,0.25,-51.23,-13.79,-14.32,1.56,-4.69,-4.37,1.79,0.28,0.72,0.46,9.39,,TCSA3
6.50,1.01,1.49,13.07,82.70,15.50,18.32,22.09,25.52,4.39,5.08,3.95,4.56,0.67,-694.68,-0.85,9.95,2.27,0.66,22.84,17.09,10.26,0.43,1.15,1.33,0.54,0.45,0.55,1.00,10.71,17.82,CMIG3
6.42,2.66,1.51,8.90,35.97,41.44,61.77,70.52,71.26,6.77,6.84,3.73,3.77,0.53,18.78,-0.63,7.37,1.73,0.20,23.53,15.95,8.33,1.24,3.06,3.09,1.35,0.35,0.65,1.24,3.95,-4.57,TAEE4
7.34,13.68,1.27,10.10,69.51,186.37,25.32,206.48,221.89,6.50,6.99,6.16,6.62,1.00,17.49,-1.13,8.15,1.41,0.07,17.33,16.97,13.72,0.05,0.22,0.24,0.13,0.78,0.18,2.00,7.21,16.35,ITSA3
5.42,0.21,0.31,2.08,33.06,3.95,21.04,2.51,7.55,4.47,13.44,2.84,8.54,0.19,1.18,-0.31,13.38,0.76,0.87,5.65,0.03,3.44,0.18,1.63,4.91,0.19,0.61,0.39,1.65,11.59,-21.69,ETER3
5.60,0.95,1.27,10.32,51.08,16.88,48.70,19.06,22.45,3.59,4.22,4.21,4.96,1.01,2.90,-2.03,7.28,1.65,1.07,22.64,20.72,18.04,-0.19,-0.62,-0.73,0.01,0.80,0.20,3.27,21.39,25.88,CAMB3
-45.29,0.38,1.87,0.00,0.00,-0.85,32.65,13.48,27.91,3.96,8.20,1.37,2.84,0.25,-8.39,-0.32,1.62,-0.07,0.66,-4.14,11.74,0.14,3.53,2.59,5.36,4.45,0.13,0.86,0.88,21.46,,ALPK3
7.41,1.02,0.88,5.13,37.50,13.73,79.51,22.36,31.54,2.16,3.04,3.23,4.55,0.53,3.91,-0.75,1.64,0.19,0.52,11.81,12.88,9.45,-0.29,-1.07,-1.51,0.00,0.60,0.42,1.83,4.58,23.92,LPSB3
5.31,,0.65,12.57,71.35,0.00,0.00,0.00,0.00,5.67,5.67,5.67,5.67,0.65,23.04,-0.67,22.31,2.75,0.00,12.34,11.54,12.27,-0.03,-0.29,-0.29,0.00,0.99,0.01,6.50,-100.00,-5.91,BRAP3
8.42,0.70,0.85,6.68,52.91,8.27,36.44,11.31,0.00,,5.86,,6.15,0.08,-0.13,-0.11,16.31,1.65,0.12,10.09,10.85,1.01,,,,,0.10,0.95,0.24,19.14,-1.49,SANB4
7.40,0.53,3.10,17.40,119.12,7.11,18.21,7.83,9.23,4.92,5.80,5.69,6.71,0.69,-42.41,-2.14,1.48,0.62,1.32,41.96,21.72,9.39,-0.25,-0.46,-0.55,0.81,0.22,0.78,0.98,7.27,5.59,WHRL4
10.52,2.77,0.77,3.64,66.23,26.33,63.86,53.76,68.83,10.08,12.90,4.03,5.15,0.41,3.08,-0.55,3.44,0.25,0.15,7.29,7.55,3.96,0.42,2.22,2.84,0.81,0.54,0.46,2.16,11.33,11.90,IGTI3
8.33,5.20,4.34,0.00,0.00,62.35,93.46,3.17,6.06,93.66,179.00,85.75,163.89,3.11,10.18,-4.84,0.78,0.40,0.60,52.13,-47.53,39.44,-0.20,-3.92,-7.50,0.00,0.72,0.23,6.84,0.05,10.55,FICT3
7.63,0.63,0.77,6.63,52.91,8.27,36.44,11.31,0.00,,5.86,,5.58,0.08,-0.12,-0.10,16.31,1.65,0.12,10.09,10.85,1.01,,,,,0.10,0.95,0.24,19.14,-1.49,SANB3
6.11,0.52,0.58,4.28,26.49,8.47,35.05,14.79,18.14,3.95,4.85,2.85,3.50,0.33,1.71,-0.53,29.45,2.79,0.64,9.49,10.27,5.45,0.20,0.99,1.21,0.34,0.57,0.43,2.11,11.20,12.41,EUCA4
14.56,3.18,0.66,0.00,0.00,21.86,83.42,-44.59,-36.29,4.50,3.66,-8.77,-7.14,0.62,0.68,-25.35,5.77,0.26,0.19,4.53,-9.87,4.25,-1.00,13.27,10.80,0.00,0.94,0.06,16.47,7.81,,REAG3
-2.91,0.93,0.28,0.00,0.00,-32.12,-17.14,3.44,29.97,8.57,74.68,3.12,27.14,0.12,-3.00,-0.13,3.47,-0.34,0.13,-9.80,0.32,-4.19,0.50,5.45,47.45,0.57,0.43,0.57,0.69,41.12,,RNEW3
6.35,2.63,1.49,9.02,35.97,41.44,61.77,70.52,71.26,6.77,6.84,3.69,3.73,0.53,18.56,-0.62,7.37,1.73,0.20,23.53,15.95,8.33,1.24,3.06,3.09,1.35,0.35,0.65,1.24,3.95,-4.57,TAEE3
-87.09,3.09,20.44,0.00,0.00,-3.54,18.24,17.36,29.29,13.53,22.83,10.53,17.78,1.32,4.82,-2.33,0.65,-0.15,0.43,-23.47,9.70,-1.10,5.81,3.00,5.06,10.10,0.06,0.87,2.72,59.50,,AMBP3
-0.12,0.02,-0.03,0.00,0.00,-19.19,-14.43,-20.96,-20.43,-0.08,-0.08,-0.11,-0.11,0.02,-0.06,-0.42,-109.81,-24.51,0.84,-22.32,24.37,-16.12,0.01,0.03,0.03,0.00,-0.72,1.72,0.76,42.03,,RPMG3
-4.47,0.25,0.67,0.00,0.00,-5.60,34.47,2.60,10.16,9.89,38.71,2.47,9.65,0.12,0.32,-0.31,1.48,-0.22,0.49,-15.06,1.94,-2.76,2.03,7.42,29.05,2.59,0.18,0.82,2.80,13.38,,PDTC3
2.85,0.42,0.74,5.95,14.43,14.73,26.60,17.82,38.47,1.59,3.42,1.09,2.36,0.39,6.43,-0.65,14.78,3.86,0.93,26.11,21.36,13.77,0.26,0.38,0.82,0.29,0.53,0.47,1.18,18.54,28.03,EALT4
-1.18,0.09,-1.80,0.00,0.00,-7.47,6.52,-1.65,4.60,11.96,-33.32,1.91,-5.32,0.07,1.30,-0.11,-4.77,-7.29,0.85,-152.67,-9.65,-7.13,-9.53,10.14,-28.24,-12.24,-0.04,1.04,1.21,5.83,,BRKM3
7.96,0.13,0.46,3.76,37.09,1.63,12.41,8.64,13.62,1.92,3.02,0.95,1.50,0.10,0.41,-0.17,19.50,1.13,0.80,5.81,13.02,3.80,0.47,0.97,1.52,0.93,0.22,0.37,2.89,9.54,6.74,GOAU3
9.01,0.43,0.54,4.31,39.71,4.73,12.41,8.66,13.69,4.30,6.79,3.11,4.92,0.34,1.35,-0.55,27.08,1.61,0.80,5.95,6.70,3.80,0.17,0.96,1.52,0.33,0.63,0.37,2.89,9.54,6.69,GGBR3
4.93,0.23,380.83,0.00,0.00,4.73,41.02,13.83,15.60,2.37,2.67,1.50,1.69,0.39,-21.29,-0.85,0.00,0.28,1.67,7721.40,49.19,7.90,277.35,1.09,1.23,400.27,0.00,1.00,0.97,5.97,12.75,BOBR4
11.69,0.09,0.25,0.00,0.00,0.81,29.30,2.65,5.27,1.81,3.60,1.79,3.56,0.12,4.93,-0.18,17.83,0.38,1.27,2.15,6.45,1.03,0.00,0.02,0.05,0.04,0.48,0.52,1.08,19.14,176.62,DMVF3
-7.73,0.86,0.54,0.00,0.00,-11.11,58.13,-15.24,5.94,7.55,-2.94,14.46,-5.64,0.40,1.98,-0.62,48.27,-3.36,0.46,-6.95,-10.01,-5.16,-0.26,-6.91,2.69,0.04,0.74,0.26,2.28,5.38,,NGRD3
5.71,0.43,0.53,3.77,14.45,7.56,35.63,9.15,12.00,6.50,8.53,3.60,4.72,0.26,1.02,-0.62,10.06,0.94,0.61,9.29,6.64,4.62,0.48,3.23,4.24,0.63,0.50,0.50,1.81,-2.44,-14.79,TASA3
6.77,0.96,1.01,3.71,24.52,14.18,54.89,16.25,19.91,5.17,6.34,4.82,5.91,0.61,1.35,-1.83,6.52,0.97,0.64,14.95,10.75,9.08,0.07,0.35,0.43,0.23,0.61,0.39,3.17,12.49,,TECN3
-7.59,0.53,0.62,0.00,0.00,-7.04,27.68,9.63,17.02,4.68,8.27,3.14,5.55,0.23,23.10,-0.31,8.95,-0.73,0.43,-8.17,6.96,-2.44,0.30,1.54,2.72,0.41,0.37,0.62,1.04,5.76,,AALR3
9.63,0.42,0.71,4.45,35.13,4.38,17.55,13.41,21.47,4.59,7.36,1.97,3.15,0.25,-1.64,-0.31,44.01,3.25,0.58,7.40,10.88,2.56,1.03,2.85,4.56,1.07,0.35,0.65,0.57,8.58,7.91,COCE5
8.07,1.26,1.52,6.26,50.93,15.64,42.12,21.60,32.11,3.83,5.69,3.93,5.85,1.05,20.52,-1.48,11.80,2.22,0.84,18.78,17.30,13.06,-0.04,-0.11,-0.16,0.12,0.70,0.30,1.22,5.32,14.63,CSUD3
-1.48,0.50,0.44,0.00,0.00,-33.56,19.90,15.07,19.80,10.97,14.41,2.51,3.29,0.10,3.28,-0.15,2.77,-0.82,0.21,-29.49,2.37,-7.09,1.47,8.46,11.11,1.49,0.24,0.76,1.13,14.31,,LUPA3
8.88,0.86,1.66,4.37,38.89,9.73,25.14,17.94,23.62,6.32,8.32,3.66,4.82,0.38,9.08,-0.49,7.96,1.49,0.44,18.74,10.48,5.49,1.60,3.51,4.62,2.07,0.23,0.71,1.23,11.55,22.10,ENGI3
-71.96,0.36,0.47,13.86,-997.61,-0.49,35.47,-4.13,3.79,17.32,-15.89,9.38,-8.60,0.23,4.75,-0.32,2.79,-0.02,0.64,-0.65,-6.31,-0.32,0.40,7.95,-7.29,0.61,0.49,0.51,1.21,10.12,,UCAS3
59.33,11.25,1.32,0.72,42.70,18.95,94.68,31.58,35.25,32.79,36.60,31.90,35.61,1.05,-40.32,-1.09,7.61,0.17,0.09,2.23,3.23,1.77,0.04,0.89,0.99,0.06,0.79,0.21,0.57,,,LAND3
-0.33,0.05,-0.19,0.00,0.00,-14.16,3.26,-5.22,-3.48,0.42,0.28,-1.35,-0.90,0.06,-0.54,-0.25,-20.73,-11.83,1.32,-57.04,48.29,-18.75,0.25,1.77,1.18,-0.03,-0.33,1.33,0.87,15.24,,FHER3
6.69,0.14,0.50,25.76,54.95,2.07,11.61,3.27,4.22,4.22,5.46,3.28,4.24,0.22,0.72,-0.80,15.86,1.18,1.61,7.44,7.23,3.34,0.14,0.94,1.21,0.30,0.45,0.55,1.76,2.65,-7.83,ALLD3
36.14,1.50,0.45,0.00,0.00,4.16,-38.83,18.85,79.31,-1.17,-4.91,1.90,7.98,0.17,0.41,-0.33,16.60,0.20,0.11,1.23,5.56,0.46,-0.88,-3.75,-15.78,0.01,0.37,0.63,5.71,11.52,,TELB4
-0.78,0.27,0.32,0.00,0.00,-33.99,27.02,-0.02,4.06,1.55,-417.83,6.57,-1776.18,0.10,1.10,-0.24,19.08,-7.72,0.38,-40.48,-2.53,-13.01,-0.24,-5.02,1358.35,0.50,0.32,0.67,1.19,30.82,,SHOW3
8.86,2.13,1.07,3.20,27.12,24.01,69.38,65.43,69.56,6.34,6.74,3.06,3.25,0.29,2.64,-0.37,8.67,1.05,0.14,12.11,13.01,5.85,1.06,3.02,3.21,1.49,0.27,0.62,2.13,-6.78,-2.27,ALUP4
3.24,0.77,0.60,11.11,36.44,23.65,10.24,25.41,0.00,,2.97,,3.01,0.07,0.55,-0.11,119.36,21.99,0.09,18.42,19.66,2.17,-0.01,,-0.04,0.00,0.12,0.86,1.56,40.54,35.94,BAZA3
28.61,0.23,0.31,6.05,176.50,0.80,26.91,6.09,28.80,0.27,1.27,0.79,3.75,0.14,0.59,-0.27,9.97,0.11,0.61,1.08,6.48,0.49,-0.20,-0.53,-2.49,0.00,0.45,0.55,1.90,,,LVTC3
0.16,1.36,-0.15,0.00,0.00,847.38,-103.32,-68.99,-24.65,-24.56,-8.78,-5.51,-1.97,0.11,-0.98,-0.16,-44.41,42.57,0.08,-95.87,34.45,71.55,-0.67,-24.08,-8.61,-0.77,-0.75,1.74,0.70,-29.14,,OIBR4
-0.30,15.71,-0.05,0.00,0.00,-5286.12,-48.00,-2009.38,-1838.21,-12.30,-11.26,-0.85,-0.78,0.07,-0.06,-0.08,-32.49,-5.22,0.00,-16.05,17.05,-25.38,-0.64,-11.46,-10.48,-0.64,-1.55,2.55,0.08,8.56,,INEP3
-4.70,8.18,1.56,0.00,0.00,-173.99,26.49,-180.59,-153.26,-4.90,-4.16,-5.34,-4.53,1.27,2.86,-2.71,4.67,-1.55,0.16,-33.16,-35.26,-26.97,-0.13,0.44,0.37,0.00,0.82,0.09,6.24,,,TRAD3
6.66,0.16,0.88,0.00,0.00,2.47,14.66,6.39,6.74,3.07,3.23,2.45,2.58,0.28,1.13,-1.05,3.27,0.43,1.68,13.15,20.19,4.16,0.22,0.62,0.65,0.36,0.32,0.68,1.50,25.05,10.55,NUTR3
-23.13,2.83,0.75,8.79,-204.08,-12.25,42.35,20.73,34.96,13.36,22.53,8.10,13.67,0.39,2.03,-0.54,26.48,-0.86,0.14,-3.23,2.22,9.60,0.48,5.25,8.86,0.70,0.53,0.47,3.68,3.50,25.60,SCAR3
7.30,0.57,1.15,5.98,43.60,7.81,31.53,10.44,0.00,,5.48,,5.46,0.07,-0.48,-0.28,7.48,1.18,0.12,15.77,15.77,0.96,,,,,0.06,0.94,0.84,24.58,9.95,BEES3
-3.74,0.13,0.18,6.42,-23.80,-3.51,33.87,18.38,34.98,3.46,6.58,0.38,0.71,0.06,-0.15,-0.06,19.91,-0.97,0.46,-4.87,8.54,-1.87,1.49,3.08,5.86,1.54,0.33,0.68,0.15,4.60,,TPIS3
4.43,0.70,0.55,12.49,45.78,15.78,52.41,10.34,18.22,2.61,4.61,3.84,6.77,0.40,1.43,-0.72,47.27,5.87,0.57,12.41,7.36,9.03,-0.18,-1.24,-2.19,0.00,0.73,0.27,2.75,10.66,10.67,CGRA4
9.65,0.97,3.99,11.06,123.52,10.08,27.89,22.83,27.18,6.09,7.25,3.58,4.26,0.76,15.00,-1.02,12.04,4.98,0.78,41.32,18.59,7.84,2.92,2.62,3.12,3.18,0.19,0.81,1.24,6.96,10.24,EKTR4
-0.03,0.03,-0.05,0.00,0.00,-86.99,-4.18,-59.21,-52.53,-0.77,-0.68,-0.06,-0.05,0.03,-0.03,-0.06,-118.43,-172.09,0.96,-145.31,433.24,-84.39,-0.62,-0.71,-0.63,-0.75,-0.58,1.58,0.33,-3.15,,AGXY3
-0.29,15.20,-0.05,0.00,0.00,-5286.12,-48.00,-2009.38,-1838.21,-12.30,-11.26,-0.83,-0.76,0.07,-0.06,-0.08,-32.49,-5.22,0.00,-16.05,17.05,-25.38,-0.64,-11.46,-10.48,-0.64,-1.55,2.55,0.08,8.56,,INEP4
9.99,2.40,1.21,2.88,27.12,24.01,69.38,65.43,69.56,6.34,6.74,3.45,3.66,0.33,2.98,-0.42,8.67,1.05,0.14,12.11,13.01,5.85,1.06,3.02,3.21,1.49,0.27,0.62,2.13,-6.78,-2.27,ALUP3
6.72,0.39,0.83,1.32,14.93,5.79,29.01,8.80,0.00,,4.41,,4.42,0.05,0.05,-0.50,10.63,1.31,0.12,12.34,14.38,0.69,-0.04,,-0.23,0.00,0.06,0.03,33.36,27.93,1.15,BSLI3
-13.39,6.49,3.79,0.00,0.00,-48.44,12.50,-49.54,-44.11,-15.21,-13.54,-14.71,-13.09,2.16,7.34,-4.10,1.88,-0.53,0.33,-28.30,-189.70,-16.11,0.13,-0.50,-0.44,0.45,0.57,0.43,2.64,18.83,,BIOM3
-8.07,22.74,1.62,41.76,-377.50,-281.72,19.73,-114.92,-85.97,-25.25,-18.89,-26.45,-19.78,1.17,14.94,-1.32,2.75,-0.55,0.05,-20.08,-24.31,-14.47,-0.07,1.19,0.89,0.00,0.72,0.28,3.21,-63.56,,EPAR3
1269.80,0.58,0.64,0.02,30.01,0.05,63.15,8.45,19.80,4.28,10.02,2.92,6.83,0.40,4.68,-0.58,9.18,0.00,0.69,0.05,7.04,0.03,0.30,1.36,3.18,0.33,0.62,0.38,1.38,14.12,,VSTE3
-0.60,0.23,0.19,0.00,0.00,-39.35,29.89,-34.81,-34.67,-0.70,-0.70,-0.68,-0.67,0.09,0.54,-0.16,3.71,-1.16,0.40,-31.20,-24.66,-14.51,0.01,-0.03,-0.03,0.15,0.51,0.47,1.71,20.70,,VIVR3
5.67,0.27,0.41,5.95,33.74,4.69,14.84,6.42,11.24,4.68,8.20,2.36,4.14,0.21,0.60,-0.47,11.03,0.80,0.77,7.28,5.75,4.53,0.27,1.53,2.68,0.73,0.50,0.50,2.56,7.95,11.66,PTNT4
10.53,0.16,0.68,4.05,42.80,1.53,25.85,9.11,12.35,5.89,7.99,1.30,1.77,0.12,0.45,-0.25,9.28,0.60,0.74,6.45,8.66,2.53,2.37,4.55,6.17,2.93,0.18,0.75,2.04,19.16,-11.93,RAPT3
8.45,2.26,1.78,3.57,30.19,26.76,19.74,30.29,0.00,,13.95,,7.47,0.21,-14.04,-1.58,5.54,1.17,0.09,21.05,22.82,2.46,,,,,0.12,0.88,0.98,30.59,32.53,BPAC5
7.90,0.63,2.09,2.91,21.50,7.94,47.17,4.07,0.00,,13.97,,15.43,0.15,-1.04,-0.54,19.74,5.23,0.23,26.49,12.68,1.89,,,,,0.07,0.93,0.84,25.30,30.09,BMEB4
7.42,0.58,1.17,5.88,43.60,7.81,31.53,10.44,0.00,,5.48,,5.55,0.07,-0.48,-0.28,7.48,1.18,0.12,15.77,15.77,0.96,,,,,0.06,0.94,0.84,24.58,9.95,BEES4
124.75,0.54,-0.39,0.00,0.00,0.44,82.44,8.50,24.70,3.28,9.53,2.20,6.40,0.43,-0.54,-0.83,-18.47,0.06,0.80,-0.31,-6.38,0.35,-0.19,1.08,3.13,-0.40,-1.11,2.11,0.37,,,DOTZ3
8.16,0.47,1.01,1.34,14.93,5.79,29.01,8.80,0.00,,4.41,,5.37,0.06,0.06,-0.61,10.63,1.31,0.12,12.34,14.38,0.69,-0.04,,-0.23,0.00,0.06,0.03,33.36,27.93,1.15,BSLI4
-0.01,0.11,0.00,0.00,0.00,-1867.14,98.79,-1337.01,-1314.56,-7.38,-7.26,-0.01,-0.01,0.01,-0.01,-0.01,-2827.34,-436.87,0.05,-15.45,74.67,-115.70,-0.80,-7.38,-7.25,-0.80,-6.37,7.38,0.02,49.00,,OSXB3
4.64,0.38,1.16,8.71,40.07,8.17,18.48,11.96,0.00,,3.23,,3.17,0.05,0.05,-0.46,5.21,1.30,0.12,25.06,29.76,0.97,,,,,0.04,0.96,12.26,40.22,,PINE3
29.67,0.91,2.54,0.00,0.00,3.07,16.12,13.35,23.38,5.93,10.39,3.90,6.82,0.67,18.16,-0.92,9.77,0.84,0.74,8.56,10.32,2.25,1.33,2.04,3.57,1.61,0.26,0.74,1.16,20.95,47.04,LOGN3
6.84,1.03,1.60,3.35,21.14,15.12,41.05,21.75,23.50,1.38,1.49,4.40,4.75,0.96,2.73,-2.21,41.32,9.66,0.93,23.37,21.53,14.07,-0.16,-0.43,-0.46,0.06,0.60,0.40,2.65,14.71,,RSUL4
52.45,2.18,0.65,0.00,0.00,4.16,-38.83,18.85,79.31,-1.17,-4.91,2.75,11.58,0.24,0.59,-0.48,16.60,0.20,0.11,1.23,5.56,0.46,-0.88,-3.75,-15.78,0.01,0.37,0.63,5.71,11.52,,TELB3
-0.08,0.09,-0.19,0.00,0.00,-122.47,-31.24,-104.02,-95.42,-1.53,-1.41,-0.10,-0.09,0.02,0.06,-0.28,-7.75,-19.73,0.25,-254.62,-119.17,-31.13,-2.85,-1.44,-1.32,-2.92,-0.12,1.25,1.66,46.93,,JFEN3
5.20,0.25,0.45,9.05,48.23,4.86,30.91,5.52,0.00,,4.48,,4.57,0.03,0.58,-0.50,26.49,2.27,0.12,8.57,8.58,0.59,,,,,0.07,0.93,1.06,18.37,5.02,BRSR3
5.53,0.54,1.04,7.21,38.89,9.73,25.14,17.94,23.62,6.32,8.32,2.28,3.00,0.24,5.65,-0.31,7.96,1.49,0.44,18.74,10.48,5.49,1.60,3.51,4.62,2.07,0.23,0.71,1.23,11.55,22.10,ENGI4
6.76,1.06,2.63,11.64,92.64,15.66,28.86,20.98,25.49,5.74,6.97,4.16,5.05,0.68,-120.67,-1.00,2.11,0.82,0.65,38.85,19.63,10.13,1.00,1.58,1.92,1.46,0.26,0.74,0.98,14.57,20.37,EQPA3
6.80,0.48,2.85,16.62,119.12,7.11,18.21,7.83,9.23,4.92,5.80,5.24,6.17,0.64,-39.00,-1.97,1.48,0.62,1.32,41.96,21.72,9.39,-0.25,-0.46,-0.55,0.81,0.22,0.78,0.98,7.27,5.59,WHRL3
-5.32,0.46,-2.37,0.00,0.00,-8.73,36.73,21.47,21.69,5.46,5.52,2.14,2.16,0.23,-4.23,-0.38,-0.69,-0.31,0.50,-44.56,21.35,-2.74,-3.68,3.32,3.36,-5.24,-0.10,1.07,0.88,30.65,,AVLL3
8.14,3.65,1.49,8.89,75.32,44.81,49.37,54.36,55.77,4.45,4.57,6.54,6.71,1.08,2.32,-2.33,14.93,2.73,0.30,18.27,16.85,16.67,-0.54,-2.36,-2.42,0.00,0.73,0.11,7.50,-21.05,-11.92,CEBR5
-3.38,0.31,0.22,0.00,0.00,-9.13,39.61,-17.88,-7.27,4.66,1.89,-4.24,-1.72,0.16,0.42,-0.38,19.73,-1.26,0.52,-6.41,-12.68,-4.76,-0.45,8.90,3.62,0.04,0.74,0.26,3.00,-8.80,,WEST3
6.52,0.35,1.02,9.46,20.22,5.37,16.60,10.69,13.91,4.89,6.37,2.52,3.27,0.30,5.82,-0.42,100.50,15.75,0.87,15.67,12.80,4.67,0.98,2.41,3.14,1.08,0.30,0.70,1.23,5.02,3.21,CLSC4
20.12,5.38,4.24,1.50,30.19,26.76,19.74,30.29,0.00,,13.95,,17.77,0.49,-33.43,-3.76,5.54,1.17,0.09,21.05,22.82,2.46,,,,,0.12,0.88,0.98,30.59,32.53,BPAC3
8.27,3.70,1.51,8.98,75.32,44.81,49.37,54.36,55.77,4.45,4.57,6.64,6.81,1.10,2.36,-2.37,14.93,2.73,0.30,18.27,16.85,16.67,-0.54,-2.36,-2.42,0.00,0.73,0.11,7.50,-21.05,-11.92,CEBR3
-2.86,0.92,0.28,0.00,0.00,-32.12,-17.14,3.44,29.97,8.57,74.68,3.06,26.68,0.12,-2.95,-0.13,10.42,-1.02,0.13,-9.80,0.32,-4.19,0.50,5.45,47.45,0.57,0.43,0.57,0.69,41.12,,RNEW11
-62.99,0.57,0.71,0.00,0.00,-0.91,3.76,-3.53,0.66,75.96,-14.30,86.21,-16.23,0.46,1.18,-1.24,20.22,-0.23,0.81,-1.13,-4.93,-0.73,-0.16,-19.71,3.71,0.01,0.65,0.35,2.66,0.02,,CRPG5
4.56,0.03,1.31,0.00,0.00,0.59,12.31,6.16,8.30,8.62,11.62,0.33,0.44,0.04,0.44,-0.06,3.60,1.03,1.39,28.66,9.93,0.83,26.35,6.58,8.86,27.29,0.03,0.97,1.27,12.94,,MGEL4
9.09,1.10,1.81,3.27,29.97,12.14,51.27,17.54,21.09,6.37,7.66,5.23,6.29,0.90,2.13,-2.41,12.19,2.43,0.81,19.90,13.34,9.86,0.39,1.14,1.37,0.62,0.50,0.50,3.01,8.10,7.84,OFSA3
4.37,0.56,1.14,4.99,38.33,12.88,31.71,23.95,30.32,5.00,6.33,1.86,2.35,0.30,-11.17,-0.36,32.28,8.45,0.54,26.17,16.49,6.67,1.78,2.89,3.66,1.84,0.26,0.74,0.86,8.78,11.83,CEEB3
22.34,1.33,1.40,1.13,26.72,5.97,46.65,5.85,11.31,11.98,23.17,11.80,22.81,0.94,3.45,-1.84,6.05,0.38,0.70,6.29,4.74,4.18,-0.04,-0.37,-0.71,0.17,0.67,0.33,2.25,5.29,15.31,ALPA3
-1.35,0.62,0.29,0.00,0.00,-45.70,-22.40,-15.55,-5.39,-34.20,-11.86,-11.48,-3.98,0.11,1.29,-0.15,9.13,-1.95,0.17,-21.36,-4.49,-7.79,0.76,-30.33,-10.51,0.91,0.36,0.64,1.37,-25.62,,CTSA4
4.47,0.71,0.56,12.37,45.78,15.78,52.41,10.34,18.22,2.61,4.61,3.87,6.83,0.40,1.44,-0.72,47.27,5.87,0.57,12.41,7.36,9.03,-0.18,-1.24,-2.19,0.00,0.73,0.27,2.75,10.66,10.67,CGRA3
7.47,1.05,2.11,15.01,69.42,14.07,29.43,18.38,24.21,5.45,7.18,4.34,5.71,0.79,2.92,-1.33,24.83,7.03,0.75,28.31,13.19,10.53,0.38,0.77,1.02,1.00,0.37,0.62,2.96,7.89,16.47,UNIP3
3.49,0.38,0.63,10.52,49.81,10.90,35.60,15.59,0.00,,2.75,,2.44,0.04,0.84,-0.76,44.84,8.14,0.11,18.15,23.28,1.22,,,,,0.07,0.93,1.06,16.92,22.68,BGIP4
15.94,1.70,0.84,5.37,82.85,10.67,37.65,1.62,3.28,126.53,256.38,51.81,104.97,0.48,1.94,-0.68,34.18,1.81,0.28,5.28,0.49,3.04,-0.20,-12.04,-24.40,0.00,0.58,0.42,6.96,6.95,-19.58,EMAE4
0.08,0.38,-0.19,0.00,0.00,472.11,153.26,477.15,486.01,0.01,0.01,0.08,0.08,0.27,-0.52,-0.62,-19.02,45.89,0.71,-241.22,-243.84,337.77,0.17,-0.07,-0.07,-0.03,-1.40,2.39,0.53,-23.97,,NEXP3
