Cotação,VARIAÇÃO_(12M),P/L,P/VP,DY,Papel,P/RECEITA_(PSR),PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Ticker_Img
"9,05","-8,02","7,99","0,46","3,78",GOAU4,"0,13","30,02","1,63","12,41","8,64","13,62","1,92","3,03","0,96","1,51","0,10","0,41","-0,17","19,50","1,13","0,80","5,81","13,02","3,80","0,47","0,97","1,52","0,93","0,22","0,37","2,89","9,54","6,74",8.985.735.000,18.088.305.000,19.373.882.000,993.705.000,86.914.266.000,33.366.538.000,18.090.359.000,9.102.570.000,8.987.789.000,"100,00",Nível_1,"70,19",Materiais_Básicos,Siderurgia,https://investidor10.com.br/storage/companies/66cc921a1cab9.jpg
"0,55",-,"-2,62","0,72","0,00",AZTE3,"87,85","0,00","-3.349,72","23,52","-4.962,33","-5.145,59","-1,71","-1,77","-1,71","-1,77","0,58","-12,72","-0,58","0,77","-0,21","0,01","-27,29","-53,74","-22,17","0,00","0,00","0,00","0,00","0,81","0,19","0,02",,,108.672.000,108.665.000,151.852.000,197.585.000,186.882.000,200.000,-,-7.000,7.000,"0,00",Novo_Mercado,"0,00",Materiais_Básicos,Petroquímicos,https://investidor10.com.br/acoes/azte3/assets/images/not-found-thumbnail.png
"3,03","-27,86","-0,24","0,14","0,00",BHIA3,"0,01","0,00","-4,28","30,82","2,92","6,74","4,70","10,86","0,15","0,35","0,01","-0,06","-0,01","21,97","-12,54","0,85","-57,06","1,65","-3,63","4,09","4,55","10,50","4,66","0,06","0,94","0,74","-0,74",,288.113.000,8.828.113.000,2.089.000.000,95.086.000,32.816.000.000,13.565.000.000,9.741.000.000,8.540.000.000,1.201.000.000,"100,00",Novo_Mercado,"99,75",Consumo_Cíclico,Eletrodomésticos,https://investidor10.com.br/storage/companies/65312fe0d5400.jpg
"79,60","103,51","26,67","3,22","0,33",EMBR3,"1,58","2,35","5,91","17,79","10,93","14,64","11,34","15,19","10,77","14,42","0,88","6,75","-1,89","24,73","2,98","0,56","12,07","12,03","3,33","0,17","0,57","0,77","0,60","0,27","0,70","1,32","13,74",,58.941.017.000,62.070.758.000,18.314.247.000,740.465.000,67.164.304.000,35.959.203.000,10.926.500.000,3.129.741.000,7.796.759.000,"100,00",Novo_Mercado,"99,20",Bens_Industriais,Material_Aeronáutico_e_de_Defesa,https://investidor10.com.br/storage/companies/66cc9c0ed8e85.jpg
"11,88","26,08","12,04","1,35","6,85",CPLE6,"1,53","79,47","12,73","22,10","19,07","25,37","8,04","10,69","6,04","8,03","0,59","6,73","-0,80","8,81","0,99","0,38","11,20","8,38","4,86","0,48","2,17","2,89","0,72","0,44","0,56","1,48","4,22","-5,60",34.419.391.000,47.156.417.000,26.272.206.000,2.982.810.000,60.240.753.000,16.146.351.000,18.795.043.000,12.737.026.000,6.058.017.000,"100,00",Nível_2,"100,00",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db019a1b27d.jpg
"13,46","28,33","6,89","0,82","8,45",BBDC3,"0,61","54,45","8,83","31,68","8,22","0,00",,"8,01",,"7,40","0,07","0,51","-0,35","16,43","1,95","0,11","11,89","10,09","0,98",,,,,"0,08","0,92","1,19","24,03","4,85",154.255.274.000,154.255.274.000,174.053.985.000,10.592.012.000,2.147.570.089.000,1.740.446.958.000,,,222.829.387.000,"100,00",Nível_1,"62,16",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66ad14dc6e8ce.jpg
"0,78","-88,86","-0,03","-0,39","0,00",IFCM3,"0,06","0,00","-165,92","29,70","-149,16","-140,40","0,56","0,53","-0,04","-0,04","0,04","-0,22","-0,08","-2,00","-23,11","0,71","-1.157,09","163,97","-117,30","5,89","0,60","0,57","5,40","-0,10","1,10","0,73",,,57.735.000,-812.446.000,-147.834.000,74.020.000,1.458.321.000,714.296.000,-798.600.000,-870.182.000,71.582.000,"100,00",Nível_1,"82,23",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/6840864562ccc.jpg
"43,74","61,06","33,38","5,46","1,69",TOTS3,"4,79","56,47","14,36","69,33","17,21","23,39","20,24","27,52","20,49","27,85","3,02","14,87","-4,55","8,01","1,31","0,63","16,37","13,54","9,29","-0,07","-0,25","-0,33","0,34","0,55","0,41","2,52","16,08","22,29",26.217.825.000,25.904.103.000,4.799.781.000,599.401.000,8.685.594.000,2.921.709.000,1.629.318.000,-313.722.000,1.943.040.000,"100,00",Novo_Mercado,"87,53",Tecnologia_da_Informação,Programas_e_Serviços,https://investidor10.com.br/storage/companies/66db015d296c8.jpg
"21,29","115,66","6,48","6,49","13,23",MRFG3,"0,12","86,19","1,80","13,08","4,04","8,70","4,52","9,73","1,34","2,88","0,13","2,02","-0,21","3,28","3,29","1,16","100,15","5,54","3,06","15,39","3,18","6,84","22,57","0,02","0,85","1,22","18,35","-1,80",18.265.289.000,61.600.716.000,2.816.466.000,857.928.000,135.354.346.000,50.053.643.000,63.574.855.000,43.335.427.000,20.239.428.000,"100,00",Novo_Mercado,"33,58",Consumo_não_Cíclico,Carnes_e_Derivados,https://investidor10.com.br/storage/companies/66cc9fa29cc12.jpg
"18,26","-12,56","12,49","2,62","6,37",KLBN11,"1,12","80,18","9,00","36,72","22,03","32,54","8,01","11,83","3,45","5,10","0,39","3,55","-0,51","6,98","1,46","0,35","20,94","9,02","3,54","3,44","4,55","6,72","4,19","0,15","0,80","1,96","10,93",,22.615.437.000,52.321.904.000,8.626.516.000,6.179.682.000,57.473.164.000,12.994.752.000,36.176.768.000,29.706.467.000,6.470.301.000,"100,00",Nível_2,"63,92",Materiais_Básicos,Papel_e_Celulose,https://investidor10.com.br/storage/companies/66ad48f2d9336.jpg
"37,89","3,40","9,02","0,72","4,64",ELET3,"2,09","43,08","23,14","44,48","52,13","61,93","5,18","6,15","3,37","4,00","0,31","2,70","-0,39","52,66","4,20","0,15","7,98","11,34","3,44","0,33","1,55","1,84","0,58","0,43","0,57","2,29","7,57","8,71",94.112.923.000,134.324.458.000,121.494.065.000,2.307.099.000,282.016.140.000,57.375.976.000,71.063.585.000,40.211.535.000,30.852.050.000,"80,00",Nível_1,"97,35",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d8b1a3dba6c.jpg
"35,14","4,49","9,41","1,14","15,74",PETR3,"0,91","153,59","9,70","49,67","27,45","35,26","4,36","5,60","2,59","3,32","0,39","-9,25","-0,44","30,71","3,73","0,43","12,16","14,47","4,23","0,82","1,86","2,40","0,94","0,34","0,65","0,72","12,77","50,67",436.407.170.000,762.683.170.000,395.841.000.000,12.888.732.000,1.147.716.000.000,124.853.000.000,370.314.000.000,326.276.000.000,44.038.000.000,"100,00",Nível_2,"60,70","Petróleo,_Gás_e_Biocombustíveis","Exploração,_Refino_e_Distribuição",https://investidor10.com.br/storage/companies/63d2c9ead34db.jpg
"3,59","2,87","-5,17","2,87","0,00",HBSA3,"1,90","0,00","-36,82","11,60","-12,92","13,83","32,08","-34,33","13,77","-14,74","0,44","19,74","-0,59","1,25","-0,69","0,23","-55,55","-5,65","-8,42","3,82","18,31","-19,59","4,24","0,15","0,85","1,09","-0,40",,2.729.773.000,6.358.559.000,949.871.000,760.382.000,6.263.774.000,1.598.448.000,4.026.000.000,3.628.786.000,397.214.000,"100,00",Novo_Mercado,"99,93",Bens_Industriais,Transporte_Hidroviário,https://investidor10.com.br/storage/companies/6840797caea7e.jpg
"33,60","6,46","7,77","5,76","10,95",BBSE3,,"85,86","0,00","0,00","0,00","0,00",,"6,27",,"6,94","3,63","14,39","-6,26","5,83","4,32","0,00","74,13","68,13","46,67","-0,55",,"-0,67","0,00","0,63","0,37","2,50","-100,00","17,56",67.200.000.000,60.744.868.000,11.661.962.000,2.000.000.000,18.524.267.000,7.793.681.000,-,-6.455.132.000,6.455.132.000,"100,00",Novo_Mercado,"31,87",Financeiro,Seguradoras,https://investidor10.com.br/storage/companies/66ad17f2062be.jpg
"25,25","5,34","12,46","2,22","4,35",MULT3,"4,85","49,75","38,96","81,07","66,12","71,39","9,07","9,79","6,80","7,34","1,06","30,79","-1,25","11,37","2,03","0,22","17,82","14,78","8,55","0,74","2,27","2,45","0,87","0,48","0,52","1,31","20,09","1,78",13.108.883.000,17.491.026.000,5.905.050.000,519.163.000,12.311.269.000,1.816.949.000,5.124.436.000,4.382.143.000,742.293.000,"0,10",Nível_2,"52,93",Financeiro,Exploração_de_Imóveis,https://investidor10.com.br/storage/companies/66d9ad67d4aae.jpg
"3,97","-9,36","68,69","0,82","1,81",LWSA3,"1,60","123,97","2,33","47,56","8,74","18,27","7,20","15,06","8,75","18,29","0,56","11,51","-0,84","4,86","0,06","0,35","1,19","3,51","0,81","-0,14","-1,55","-3,24","0,03","0,68","0,32","1,17","23,42","10,51",2.234.659.000,1.839.121.000,2.736.474.000,562.886.000,3.995.631.000,1.329.474.000,78.246.000,-395.538.000,473.784.000,"100,00",Novo_Mercado,"71,83",Tecnologia_da_Informação,Programas_e_Serviços,https://investidor10.com.br/storage/companies/5ea348a5ababf.jpeg
"21,08","4,34","26,65","2,24","2,74",SMFT3,"2,06","72,56","7,73","41,79","22,78","47,71","5,36","11,24","4,32","9,04","0,68","8,54","-0,88","9,43","0,79","0,33","8,39","11,32","2,56","0,54","1,05","2,19","1,08","0,30","0,70","1,53",,,12.357.987.000,15.352.195.000,5.527.218.000,586.242.000,18.255.067.000,4.156.308.000,5.944.824.000,2.994.208.000,2.950.616.000,"0,00",Tradicional,"52,44",Consumo_Cíclico,Atividades_Esportivas,https://investidor10.com.br/storage/companies/66d8ad88a54e5.jpg
"4,04","11,29","-45,89","1,13","7,14",PETZ3,"0,55","-327,47","-1,20","46,91","1,66","7,11","8,16","35,03","7,77","33,35","0,48","3,36","-0,75","3,59","-0,09","0,88","-2,45","0,90","-1,05","0,06","0,39","1,68","0,27","0,43","0,57","1,68","18,69",,1.868.594.000,1.962.903.000,1.658.803.000,462.523.000,3.862.464.000,1.368.729.000,440.982.000,94.309.000,346.673.000,"100,00",Novo_Mercado,"66,53",Consumo_não_Cíclico,Produtos_Diversos,https://investidor10.com.br/storage/companies/66db241d2010d.jpg
"13,33","0,82","10,10","2,85","8,58",CXSE3,,"86,81","0,00","0,00","0,00","0,00",,"8,82",,"9,10","2,81","22,03","-3,27","4,68","1,32","0,00","28,22","27,15","27,78","-0,09",,"-0,27","0,00","0,98","0,02","9,32","-100,00","17,53",39.990.000.000,38.784.871.000,14.032.607.000,3.000.000.000,14.254.621.000,2.033.656.000,-,-1.205.129.000,1.205.129.000,"100,00",Novo_Mercado,"17,25",Financeiro,Seguradoras,https://investidor10.com.br/storage/companies/64df60a96bf0e.jpg
"4,96","15,45","12,25","2,95","16,54",CMIN3,"1,41","205,13","11,52","54,65","23,44","29,81","3,85","4,89","4,73","6,02","0,76","3,65","-1,43","1,68","0,40","0,54","24,04","21,08","6,17","-0,55","-0,89","-1,13","1,00","0,26","0,74","1,78","6,94","-11,25",27.207.280.000,22.107.436.000,9.237.283.000,5.485.338.000,35.991.112.000,16.982.284.000,9.269.768.000,-5.099.844.000,14.369.612.000,"100,00",Nível_1,"20,25",Materiais_Básicos,Minerais_Metálicos,https://investidor10.com.br/storage/companies/66d99e13a887b.jpg
"7,03","-32,95","7,26","0,75","3,58",RAPT4,"0,18","42,37","2,54","26,63","9,86","12,85","5,64","7,36","1,43","1,87","0,13","0,46","-0,28","9,43","0,97","0,69","10,27","8,31","3,20","2,20","4,22","5,51","2,93","0,17","0,76","2,06","18,57","-7,02",2.290.725.000,9.113.753.000,3.105.147.000,329.330.000,18.121.825.000,9.863.134.000,9.094.745.000,6.823.028.000,2.271.717.000,"80,00",Nível_1,"60,10",Bens_Industriais,Material_Rodoviário,https://investidor10.com.br/storage/companies/66d9ad2912681.jpg
"1,10","25,00","-1,84","-1,81","0,00",RCSL4,"3,21","0,00","-174,27","5,26","-141,30","-129,81","-3,00","-2,76","-2,47","-2,27","0,75","-4,84","-1,12","-0,61","-0,60","0,23","-98,07","79,51","-43,63","0,00","0,00","0,00","0,00","-0,42","1,42","0,68","-17,49",,42.469.000,42.465.000,-19.381.000,31.822.000,46.651.000,15.417.000,-,-4.000,4.000,"0,00",Tradicional,"61,28",Bens_Industriais,Material_Rodoviário,https://investidor10.com.br/storage/companies/5f5b989c56fe8.jpeg
"21,34","31,60","14,25","2,06","8,60",TIMS3,"1,98","89,74","13,92","53,17","22,60","49,63","3,80","8,34","4,00","8,78","0,91","-36,82","-1,19","10,38","1,50","0,46","14,43","20,34","6,37","-0,10","-0,20","-0,44","0,12","0,44","0,56","0,91","8,57","14,49",51.659.965.000,49.092.464.000,25.125.486.000,2.420.804.000,56.954.895.000,13.455.115.000,2.906.256.000,-2.567.501.000,5.473.757.000,"100,00",Novo_Mercado,"33,40",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/66d8ad4fc3785.jpg
"8,52","-48,55","-0,73","-1,60","0,00",BRKM5,"0,09","0,00","-11,75","7,72","-1,19","5,03","10,86","-45,96","1,71","-7,23","0,07","0,83","-0,11","-5,31","-11,64","0,83","-219,00","-12,82","-10,51","-8,52","9,09","-38,46","-11,60","-0,04","1,04","1,32","6,16",,7.043.565.000,43.154.565.000,-4.236.000.000,797.207.000,95.422.000.000,34.101.000.000,49.140.000.000,36.111.000.000,13.029.000.000,"100,00",Nível_1,"34,97",Materiais_Básicos,Petroquímicos,https://investidor10.com.br/storage/companies/66cca010e7887.jpg
"108,20","24,74","7,22","1,93","3,43",SBSP3,"1,95","24,90","26,93","53,87","43,91","50,46","4,87","5,60","3,86","4,43","0,86","67,88","-1,02","56,18","14,98","0,44","26,66","18,72","11,95","0,51","1,02","1,17","0,72","0,45","0,55","1,09","16,39","60,10",73.955.767.000,93.457.507.000,38.397.920.000,683.509.000,85.690.939.000,13.501.674.000,27.638.322.000,19.501.740.000,8.136.582.000,"100,00",Novo_Mercado,"49,74",Utilidade_Pública,Água_e_Saneamento,https://investidor10.com.br/storage/companies/66d8addba39a7.jpg
"34,13","5,45","13,79","1,59","2,30",EQTL3,"0,90","31,90","6,55","28,40","19,18","24,64","7,44","9,56","3,66","4,71","0,37","8,26","-0,48","21,46","2,47","0,41","11,53","10,85","3,37","1,64","3,78","4,86","2,03","0,23","0,73","1,24","21,40","2,47",42.596.809.000,86.533.778.000,26.783.979.000,1.248.075.000,115.721.235.000,26.294.549.000,54.438.382.000,43.936.969.000,10.501.413.000,"100,00",Novo_Mercado,"100,00",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d8ada9cd6d8.jpg
"14,23","-4,44","12,41","1,49","7,14",FLRY3,"1,00","88,72","8,05","27,58","15,44","25,74","5,40","8,99","3,88","6,47","0,59","2,96","-0,90","9,55","1,15","0,59","12,01","9,47","4,61","0,58","1,51","2,52","1,05","0,39","0,60","2,29","21,27","18,92",7.786.528.000,10.823.867.000,5.226.804.000,547.191.000,13.270.727.000,4.663.230.000,5.497.898.000,3.037.339.000,2.460.559.000,"100,00",Novo_Mercado,"84,87",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",https://investidor10.com.br/storage/companies/66cc973fb53f5.jpg
"3,77","24,13","13,08","0,64","14,18",ANIM3,"0,40","182,11","3,02","61,77","22,82","33,86","3,30","4,90","1,17","1,73","0,15","1,27","-0,20","5,87","0,29","0,39","4,91","13,11","2,48","1,17","2,13","3,17","1,76","0,24","0,71","2,06","22,05",,1.522.585.000,4.304.864.000,2.369.748.000,403.868.000,9.965.999.000,2.324.269.000,4.174.200.000,2.782.279.000,1.391.921.000,"100,00",Novo_Mercado,"63,64",Consumo_Cíclico,Serviços_Educacionais,https://investidor10.com.br/storage/companies/66d9aa10b3afb.jpg
"11,87","37,23","1.268,11","1,36","0,00",SRNA3,"1,61","0,00","0,13","37,27","25,59","42,90","9,20","15,42","3,75","6,29","0,36","15,63","-0,43","8,74","0,01","0,22","0,11","5,74","0,03","1,97","5,45","9,13","2,20","0,26","0,73","1,16","33,18","-34,81",7.391.811.000,18.127.579.000,5.443.627.000,622.730.000,20.668.903.000,3.369.382.000,11.982.918.000,10.735.768.000,1.247.150.000,"100,00",Novo_Mercado,"68,34",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5ed6844e80925.jpeg
"5,49","-2,49","-26,79","1,36","0,00",CASH3,"1,25","-1.233,00","-4,66","-4,41","-4,41","-1,26","-51,37","-14,68","-99,14","-28,34","0,98","2,21","-2,69","4,04","-0,20","0,79","-5,07","-14,68","-4,19","-0,65","47,77","13,66","0,00","0,72","0,26","3,35","25,02",,478.559.000,247.951.000,352.593.000,87.169.000,486.791.000,308.869.000,182.000,-230.608.000,230.790.000,"100,00",Novo_Mercado,"75,33",Tecnologia_da_Informação,Programas_e_Serviços,https://investidor10.com.br/storage/companies/66db243727a49.jpg
"33,88","-47,47","-32,22","0,35","0,00",HAPV3,"0,73","0,00","-2,28","15,46","3,93","10,20","8,74","22,67","7,19","18,65","0,23","2,68","-0,27","97,22","-1,05","0,31","-1,08","1,06","-0,71","0,08","1,55","4,02","0,27","0,66","0,34","2,10","22,09",,17.029.134.000,20.695.395.000,48.864.195.000,502.630.000,74.221.458.000,12.129.459.000,13.144.413.000,3.666.261.000,9.478.152.000,"100,00",Novo_Mercado,"58,28",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",https://investidor10.com.br/storage/companies/68407bba7a326.jpg
"33,15","20,42","18,59","3,04","2,30",RDOR3,"1,48","41,70","7,95","19,38","15,50","18,78","7,65","9,26","7,87","9,53","0,73","2,21","-1,47","10,92","1,78","0,49","16,33","10,97","3,99","-0,09","-0,22","-0,27","1,51","0,24","0,74","2,87","29,63","55,41",75.890.049.000,73.741.193.000,25.002.984.000,2.289.292.000,104.304.446.000,52.764.382.000,37.845.232.000,-2.148.856.000,39.994.088.000,"100,00",Nível_1,"50,01",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",https://investidor10.com.br/storage/companies/68824d679964b.png
"12,62","22,17","11,42","1,18","4,39",YDUQ3,"0,68","51,64","5,94","60,89","17,03","32,31","4,66","8,83","2,10","3,99","0,37","5,71","-0,49","10,74","1,11","0,55","10,29","10,39","3,24","1,43","2,56","4,85","1,73","0,32","0,68","1,36","6,88","26,19",3.648.301.000,8.085.904.000,3.103.975.000,289.088.000,9.836.015.000,2.408.292.000,5.369.785.000,4.437.603.000,932.182.000,"100,00",Novo_Mercado,"93,61",Consumo_Cíclico,Serviços_Educacionais,https://investidor10.com.br/storage/companies/684086579befb.jpg
"5,13","39,52","3,28","0,61","7,22",JHSF3,"2,03","23,76","62,12","58,77","90,78","95,03","4,14","4,33","2,14","2,24","0,24","1,39","-0,36","8,44","1,57","0,12","18,55","12,17","7,27","0,57","2,00","2,09","0,90","0,40","0,58","2,10","7,97","10,62",3.495.185.000,6.755.493.000,5.753.278.000,681.322.000,14.554.070.000,4.811.445.000,5.152.556.000,3.260.308.000,1.892.248.000,"100,00",Novo_Mercado,"43,12",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/66d8d4ad3737f.jpg
"50,61","-4,51","-67,43","1,67","3,90",SUZB3,"1,29","-268,77","-1,92","40,54","31,11","50,78","5,51","9,00","2,55","4,15","0,41","3,01","-0,53","30,38","-0,75","0,32","-2,47","9,09","-0,59","1,94","2,97","4,85","2,37","0,25","0,75","2,61","10,20",,63.976.992.000,138.588.735.000,38.398.266.000,1.264.117.000,155.244.885.000,34.479.115.000,91.042.571.000,74.611.743.000,16.430.828.000,"100,00",Novo_Mercado,"50,69",Materiais_Básicos,Papel_e_Celulose,https://investidor10.com.br/storage/companies/66d8ade633667.jpg
"15,82","-7,64","5,33","0,72","12,92",BRAP4,,"66,13","0,00","0,00","0,00","0,00","4,82","4,82","5,62","5,62","0,71","10,55","-0,77","22,05","2,97","0,00","13,47","12,75","13,27","-0,08","-0,64","-0,64","0,00","0,99","0,01","5,83","-100,00","-4,47",6.043.541.000,5.331.730.000,8.667.966.000,393.096.000,8.794.484.000,711.811.000,-,-711.811.000,711.811.000,"80,00",Nível_1,"71,57",Financeiro,Holdings_Diversificadas,https://investidor10.com.br/storage/companies/66ad44c9a1fad.jpg
"21,54","2,89","13,57","0,87","5,10",ALOS3,"4,26","69,17","31,40","74,10","59,06","81,36","6,60","9,09","5,24","7,21","0,44","4,54","-0,52","24,74","1,59","0,10","6,42","8,19","3,62","0,23","1,36","1,88","0,46","0,51","0,47","2,87","28,06","36,59",11.694.861.000,14.736.311.000,13.432.552.000,542.936.000,26.592.040.000,3.952.021.000,6.122.517.000,3.041.450.000,3.081.067.000,"100,00",Novo_Mercado,"92,76",Financeiro,Exploração_de_Imóveis,https://investidor10.com.br/storage/companies/6723e57717a6e.jpg
"13,45","7,09","43,74","1,11","0,00",ENEV3,"1,54","0,00","3,53","31,26","17,71","31,44","8,24","14,62","4,91","8,72","0,39","5,71","-0,49","12,08","0,31","0,25","2,55","2,16","1,74","0,75","3,33","5,91","1,00","0,35","0,62","1,53","33,61","-1,12",21.314.182.000,35.750.390.000,19.137.726.000,1.584.697.000,54.578.563.000,10.834.561.000,19.202.014.000,14.436.208.000,4.765.806.000,"100,00",Novo_Mercado,"99,68",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db0177e6bcc.jpg
"25,19","25,75","6,87","1,15","6,46",CSMG3,"1,19","55,58","17,26","43,05","25,74","36,01","5,11","7,15","3,29","4,61","0,60","21,71","-0,71","21,82","3,67","0,51","16,80","11,83","8,75","0,64","1,82","2,54","0,72","0,52","0,48","1,22","8,61","11,29",9.578.574.000,14.862.907.000,8.296.169.000,380.253.000,15.936.356.000,2.421.897.000,5.988.909.000,5.284.333.000,704.576.000,"100,00",Novo_Mercado,"49,56",Utilidade_Pública,Água_e_Saneamento,https://investidor10.com.br/storage/companies/66ad521aedb01.jpg
"14,18","-19,30","14,37","2,60","2,26",GGPS3,"0,61","32,81","4,21","14,79","8,43","10,79","7,06","9,04","5,61","7,18","0,66","2,18","-1,40","5,46","0,99","1,09","18,07","11,39","4,66","0,67","1,45","1,86","1,52","0,25","0,75","2,34",,,9.569.440.000,12.051.440.000,3.685.383.000,674.854.000,14.482.162.000,7.669.137.000,5.592.000.000,2.482.000.000,3.110.000.000,"100,00",Nível_1,"58,62",Bens_Industriais,Serviços_Diversos,https://investidor10.com.br/storage/companies/66db24a0bf60f.jpg
"20,74","0,12","27,55","2,01","3,21",IGTI11,"7,26","66,23","26,33","63,86","53,76","68,83","10,10","12,94","10,54","13,50","1,08","8,06","-1,44","10,32","0,75","0,15","7,29","7,55","3,96","0,42","2,22","2,84","0,81","0,54","0,46","2,16","11,33","11,90",6.279.310.000,8.048.131.000,4.177.323.000,1.214.491.000,7.791.679.000,1.940.835.000,3.367.008.000,1.768.821.000,1.598.187.000,"100,00",Tradicional,"55,81",Financeiro,Exploração_de_Imóveis,https://investidor10.com.br/storage/companies/5f4d37d5906d8.jpeg
"3,46","-59,54","9,21","0,95","3,98",ARML3,"0,66","19,98","7,16","38,06","26,49","38,34","4,23","6,12","1,72","2,49","0,26","1,47","-0,38","3,65","0,38","0,40","10,31","12,09","2,95","1,38","2,51","3,63","1,96","0,28","0,71","2,42","75,89","41,27",1.198.923.000,2.947.872.000,1.263.402.000,346.509.000,4.575.716.000,1.391.549.000,2.470.524.000,1.748.949.000,721.575.000,"100,00",Nível_1,"49,46",Bens_Industriais,Construção_Pesada,https://investidor10.com.br/storage/companies/66db24bde9026.jpg
"19,64","-4,40","8,62","2,06","3,47",BRFS3,"0,52","30,93","6,03","26,24","11,77","17,30","3,64","5,35","3,01","4,42","0,53","3,34","-1,05","9,54","2,28","1,01","23,89","16,65","6,81","0,43","0,63","0,93","1,24","0,26","0,72","1,46","9,98","25,23",33.043.774.000,40.008.839.000,16.044.446.000,1.682.473.000,62.889.654.000,31.458.506.000,19.946.580.000,6.965.065.000,12.981.515.000,"0,10",Novo_Mercado,"48,41",Consumo_não_Cíclico,Carnes_e_Derivados,https://investidor10.com.br/storage/companies/66d8ad93e2fc3.jpg
"25,16","-8,00","19,70","1,36","4,14",HYPE3,"2,38","72,33","12,08","56,39","15,15","19,48","18,00","23,16","12,21","15,71","0,66","13,02","-0,86","18,53","1,28","0,28","6,89","1,88","3,29","0,64","5,79","7,45","0,79","0,48","0,52","1,26","10,37","-9,17",15.936.867.000,23.491.557.000,11.738.290.000,633.420.000,24.330.107.000,5.885.229.000,9.294.804.000,7.554.690.000,1.740.114.000,"100,00",Novo_Mercado,"64,65",Saúde,Medicamentos_e_Outros_Produtos,https://investidor10.com.br/storage/companies/66db015314855.jpg
"26,66","13,16","8,60","2,41","2,57",VIVA3,"2,36","21,28","27,44","70,11","27,44","33,22","7,43","8,99","7,10","8,59","1,49","3,32","-3,98","11,06","3,10","0,63","28,05","21,78","17,33","0,11","0,33","0,40","0,18","0,62","0,38","3,54","20,57","37,95",6.297.032.000,6.589.421.000,2.611.940.000,236.197.000,4.228.263.000,2.645.693.000,469.466.000,292.388.000,177.077.000,"100,00",Novo_Mercado,"53,31",Consumo_Cíclico,Acessórios,https://investidor10.com.br/storage/companies/66cc9e6a04778.jpg
"4,34","-32,72","-16,05","1,34","1,63",SIMH3,"0,09","-26,00","-0,56","25,58","16,30","26,35","4,41","7,13","0,34","0,55","0,05","0,43","-0,07","3,23","-0,27","0,51","-8,36","10,70","0,02","16,11","4,07","6,58","20,98","0,03","0,93","1,45","34,05","-47,90",3.788.995.000,49.294.837.000,2.824.124.000,873.040.000,83.592.664.000,28.573.323.000,59.240.935.000,45.505.842.000,13.735.093.000,"100,00",Novo_Mercado,"26,00",Financeiro,Holdings_Diversificadas,https://investidor10.com.br/storage/companies/5fe8c81f5fafd.jpeg
"17,68","15,80","13,61","2,83","6,27",PORT3,"2,55","85,49","18,73","47,83","33,12","43,91","7,39","9,80","5,80","7,70","1,20","57,78","-1,47","6,24","1,30","0,47","20,81","13,37","8,88","0,78","1,59","2,11","0,99","0,42","0,58","1,12","10,95","37,44",7.779.003.000,9.909.490.000,2.747.144.000,439.988.000,6.508.840.000,1.231.346.000,2.718.087.000,2.130.487.000,587.600.000,"100,00",Novo_Mercado,"43,34",Bens_Industriais,Serviços_de_Apoio_e_Armazenagem,https://investidor10.com.br/storage/companies/6840840ad8b56.jpg
