Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
HCRI11,Hospitalar,279.98,23371.70,0.86,21.78,7.76 ,9.72 ,12.98 ,19.59 ,3.24 ,2.16 ,1.63 ,18.44 ,4.40 ,12.51 ,41.59 ,65182632.76,325.91,0.86,0.84 ,5.83 ,6.72 ,14.20 ,1,37.34,2951,,2.00  aa,
HCTR11,Papéis,20.16,526753.52,0.19,0.29,1.32 ,3.91 ,8.01 ,20.34 ,1.30 ,1.34 ,1.70 ,18.80 ,-4.37 ,-3.10 ,9.63 ,2289046114.50,103.65,0.19,0.29 ,-14.61 ,-14.36 ,0.97 ,14,38.00,136023,0.99  aa,0.21  aa,10.00  aa
HDEL11,Imóveis Industriais e Logísticos,85.98,396.00,0.80,14.03,0.00 ,0.00 ,0.00 ,11.84 ,0.00 ,0.00 ,1.69 ,0.00 ,0.00 ,0.00 ,,89819358.52,,,,,,,1,64.74,108,,1.50  aa,20.00  aa
HFOF11,Fundo de Fundos,6.20,1270949.04,0.82,0.06,0.91 ,2.77 ,5.63 ,11.99 ,0.92 ,0.94 ,1.00 ,10.94 ,0.33 ,1.24 ,28.59 ,1735759977.11,7.55,0.82,0.74 ,-90.67 ,-90.60 ,-90.21 ,14,14.22,74690,,0.60  aa,20.00  aa
HGAG11,Indefinido,11.03,406.47,0.47,0.10,0.00 ,1.29 ,9.92 ,16.79 ,0.43 ,1.65 ,1.40 ,14.54 ,0.00 ,0.00 ,,5832955.44,23.50,0.47,0.51 ,0.00 ,0.00 ,0.00 ,0,138.50,1073,1.00  aa,,20.00  aa
HGBL11,Misto,8.95,125987.04,0.94,0.07,0.80 ,2.47 ,5.16 ,11.41 ,0.82 ,0.86 ,0.95 ,9.95 ,2.39 ,3.21 ,3.73 ,240007144.73,,,,,,,1,15.83,4583,0.50  aa,0.10  aa,
HGBS11,Shoppings,19.98,1483542.78,0.92,0.15,0.75 ,2.26 ,4.71 ,10.11 ,0.75 ,0.79 ,0.84 ,9.22 ,-2.25 ,-1.52 ,22.55 ,2809814014.57,21.76,0.92,0.69 ,-90.19 ,-90.13 ,-89.07 ,17,14.70,136729,,0.60  aa,
HGCR11,Papéis,91.87,2550812.04,0.95,1.00,1.05 ,3.29 ,6.66 ,13.53 ,1.10 ,1.11 ,1.13 ,12.45 ,-0.43 ,0.62 ,22.05 ,1494242952.19,96.91,0.95,1.08 ,-4.01 ,-2.97 ,10.33 ,14,13.62,100374,,0.80  aa,20.00  aa
HGFF11,Fundo de Fundos,62.38,1552502.00,0.88,1.98,0.00 ,0.00 ,3.06 ,10.38 ,0.00 ,0.51 ,0.87 ,9.29 ,0.00 ,0.00 ,,203824815.19,71.18,0.88,0.96 ,-18.03 ,-17.25 ,-12.83 ,14,17.88,14789,,0.80  aa,20.00  aa
HGIC11,Papéis,64.00,4296.50,0.58,0.80,1.26 ,3.59 ,7.09 ,14.04 ,1.20 ,1.18 ,1.17 ,12.83 ,-6.01 ,-4.83 ,-12.26 ,51392234.78,111.07,0.58,0.72 ,-3.18 ,-2.48 ,15.94 ,2,58.17,623,,,
HGLG11,Imóveis Industriais e Logísticos,159.65,5421157.78,0.98,1.10,0.69 ,2.08 ,4.20 ,8.69 ,0.69 ,0.70 ,0.72 ,7.92 ,-1.77 ,-1.09 ,20.57 ,5490423267.35,162.50,0.98,0.68 ,5.50 ,6.21 ,23.13 ,28,12.37,513307,,0.60  aa,
HGPO11,Lajes Corporativas,141.20,121164.09,0.97,57.05,48.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.51 ,5.05 ,55.71 ,101.25 ,254132034.94,155.61,0.91,36.66 ,-48.02 ,-28.96 ,-15.36 ,2,11.81,9846,,,
HGRE11,Lajes Corporativas,119.15,1605126.87,0.76,0.85,0.73 ,2.17 ,5.90 ,10.89 ,0.72 ,0.98 ,0.91 ,10.06 ,-5.22 ,-4.53 ,37.41 ,1841716939.28,155.84,0.76,0.55 ,-0.67 ,-0.13 ,0.18 ,13,20.92,140775,,1.00  aa,
HGRS11,Imóveis Residenciais,,,,29.32,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,92.86,,0.00 ,0.00 ,0.00 ,0.00 ,14,,8102,,,
HGRU11,Misto,126.88,2414023.65,0.99,0.95,0.75 ,2.26 ,5.06 ,10.88 ,0.75 ,0.84 ,0.91 ,10.03 ,-0.20 ,0.54 ,31.55 ,2978293688.70,128.16,0.99,0.74 ,4.29 ,5.06 ,19.43 ,103,12.46,222198,,0.70  aa,20.00  aa
HILG11,Indefinido,184.96,186.67,0.89,1.46,0.00 ,0.00 ,0.00 ,4.51 ,0.00 ,0.00 ,0.38 ,3.51 ,0.00 ,0.00 ,,108938197.83,,,,,,,1,10.48,114,,,
HLOG11,Imóveis Industriais e Logísticos,9.17,102984.43,0.83,0.07,0.77 ,2.40 ,4.87 ,9.34 ,0.80 ,0.81 ,0.78 ,8.82 ,1.22 ,2.00 ,28.20 ,469937168.94,11.06,0.83,0.63 ,-90.50 ,-90.44 ,-89.41 ,3,13.49,3868,,0.80  aa,
HOFC11,Lajes Corporativas,29.09,230957.04,0.51,0.21,0.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.01 ,75.72 ,76.86 ,67.59 ,216777654.67,,,,,,,3,48.45,4857,,0.83  aa,-1.00  aa
HOSI11,Imóveis Residenciais,84.13,6255.57,0.78,0.70,0.00 ,1.48 ,4.35 ,9.00 ,0.49 ,0.73 ,0.75 ,7.49 ,0.00 ,0.00 ,,61776169.48,107.73,0.78,0.59 ,17.02 ,17.71 ,24.52 ,14,40.12,1131,,0.35  aa,20.00  aa
HPDP11,Shoppings,91.73,10358134.67,0.99,0.56,0.59 ,1.21 ,2.48 ,6.41 ,0.40 ,0.41 ,0.53 ,5.78 ,5.57 ,6.19 ,16.23 ,303850674.79,92.41,0.99,0.61 ,3.53 ,4.16 ,3.92 ,1,36.39,355,,0.50  aa,
HRDF11,Fundo de Desenvolvimento,4.05,131.33,0.58,6.80,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,10645447.22,,,,,,,14,103.26,893,,0.75  aa,
HREC11,Papéis,8.30,273685.26,0.96,0.08,0.95 ,2.99 ,6.23 ,13.20 ,1.00 ,1.04 ,1.10 ,12.10 ,-0.24 ,0.71 ,29.47 ,447529988.11,8.66,0.96,0.98 ,-90.26 ,-90.16 ,-89.17 ,14,19.58,2523,,0.80  aa,20.00  aa
HRES11,Imóveis Residenciais,145.45,2140733.00,1.14,2.19,0.00 ,0.00 ,0.00 ,6.65 ,0.00 ,0.00 ,0.60 ,5.58 ,0.00 ,0.00 ,,59507687.50,,,,,,,14,2.17,136,,,
HSAF11,Papéis,77.35,244231.48,0.88,0.95,1.24 ,3.63 ,7.27 ,15.60 ,1.21 ,1.21 ,1.30 ,14.42 ,-4.67 ,-3.49 ,30.26 ,222856104.87,88.21,0.88,1.08 ,-3.43 ,-2.39 ,6.49 ,14,23.00,8627,,1.00  aa,20.00  aa
HSLG11,Imóveis Industriais e Logísticos,91.76,883450.61,0.83,0.70,0.80 ,2.42 ,4.83 ,10.34 ,0.81 ,0.81 ,0.86 ,9.35 ,-0.02 ,0.78 ,29.31 ,1393217620.70,110.05,0.83,0.61 ,4.87 ,5.51 ,6.98 ,7,16.56,40616,,0.85  aa,20.00  aa
HSML11,Shoppings,87.00,2071340.83,0.84,0.70,0.81 ,2.41 ,4.79 ,10.42 ,0.80 ,0.80 ,0.87 ,9.38 ,-0.37 ,0.44 ,23.29 ,2219330332.65,104.05,0.84,0.64 ,6.63 ,7.32 ,12.93 ,5,16.73,186783,1.05  aa,,20.00  aa
HSRE11,Misto,104.00,3008.11,1.17,0.95,0.94 ,2.74 ,6.02 ,11.23 ,0.91 ,1.00 ,0.94 ,9.94 ,3.57 ,4.55 ,22.97 ,793425942.78,89.16,1.17,0.95 ,-7.16 ,-6.28 ,-0.32 ,22,21.96,373,,0.85  aa,20.00  aa
HTMX11,Hotéis,139.79,441454.09,0.97,1.56,1.11 ,2.98 ,6.01 ,13.80 ,0.99 ,1.00 ,1.15 ,11.36 ,0.34 ,1.45 ,11.95 ,415741159.96,143.95,0.97,0.73 ,2.57 ,3.31 ,19.55 ,21,12.63,36275,,0.50  aa,20.00  aa
HUCG11,Hospitalar,93.50,1863.82,0.90,0.70,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.00 ,0.00 ,,116354682.35,,,,,,,2,75.69,236,,,
HUSC11,Hospitalar,93.42,6064.41,0.62,1.08,1.14 ,3.24 ,5.11 ,10.98 ,1.08 ,0.85 ,0.92 ,10.06 ,-1.55 ,-0.42 ,5.89 ,128095831.62,150.56,0.62,0.75 ,2.60 ,3.37 ,11.83 ,2,46.40,151,,0.35  aa,
HUSI11,Hospitalar,1249.00,1249.00,1.00,8.42,0.00 ,0.00 ,1.38 ,4.94 ,0.00 ,0.23 ,0.41 ,0.71 ,0.00 ,0.00 ,,145342616.28,1249.06,1.00,0.73 ,25.77 ,26.69 ,33.26 ,14,41.38,100,,,
IAAG11,Indefinido,7.70,110129.48,0.78,0.12,1.56 ,4.63 ,9.03 ,17.34 ,1.54 ,1.51 ,1.45 ,16.06 ,-1.79 ,-0.25 ,15.48 ,103059326.57,9.84,0.78,1.22 ,0.00 ,0.00 ,0.00 ,0,22.68,13119,,1.15  aa,20.00  aa
IAGR11,Indefinido,3.96,13292.35,0.63,0.01,0.15 ,0.00 ,0.15 ,1.25 ,0.00 ,0.15 ,0.10 ,1.03 ,-3.18 ,-3.03 ,45.49 ,17607525.23,6.26,0.63,0.10 ,0.00 ,0.00 ,0.00 ,0,26.98,3500,0.80  aa,0.20  aa,20.00  aa
IBBP11,Indefinido,9.23,13495.00,1.03,0.08,0.90 ,2.79 ,4.51 ,8.82 ,0.93 ,0.75 ,0.88 ,8.82 ,12.93 ,13.95 ,2.85 ,398708486.81,,,,,,,24,115.04,539,,,
IBCR11,Papéis,48.29,39884.70,0.53,0.70,1.43 ,4.15 ,8.61 ,18.55 ,1.38 ,1.44 ,1.55 ,16.97 ,-1.61 ,-0.21 ,14.26 ,86993275.14,90.77,0.53,0.77 ,-3.35 ,-2.61 ,5.63 ,14,18.07,3919,0.80  aa,0.20  aa,20.00  aa
IBFF11,Fundo de Fundos,66.40,162549.50,1.04,14.79,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.25 ,0.00 ,0.00 ,,118155565.38,14.78,4.49,100.08 ,-79.09 ,-58.15 ,-58.47 ,14,4.20,8102,,,
ICNE11,Imóveis Residenciais,653.96,,0.95,11.89,0.00 ,0.00 ,0.00 ,1.68 ,0.00 ,0.00 ,0.14 ,7.64 ,0.00 ,0.00 ,,82867464.59,,,,,,,14,2.79,5,,,
ICRI11,Misto,85.79,829986.04,0.85,1.00,1.13 ,3.09 ,6.53 ,15.13 ,1.03 ,1.09 ,1.26 ,13.42 ,-4.05 ,-2.97 ,18.77 ,388420489.30,,,,,,,14,18.39,8603,,1.00  aa,
IDFI11,Indefinido,2.00,2592.80,1.25,1.56,78.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1043.04 ,-54.34 ,-18.70 ,44259.43 ,3283391.87,1.60,1.25,269.79 ,-97.14 ,-89.43 ,-91.38 ,1,6.01,617,,,
IDGR11,Misto,1.50,332.83,16.67,0.09,5.99 ,0.00 ,0.00 ,5.99 ,0.00 ,0.00 ,0.50 ,5.99 ,-50.98 ,-48.04 ,-48.04 ,79368.95,,,,,,,1,78.10,171,,,
IDUA11,Imóveis Comerciais - Outros,64.42,,0.99,1.25,0.00 ,0.00 ,0.00 ,2.34 ,0.00 ,0.00 ,0.20 ,12.00 ,0.00 ,0.00 ,,26192582.34,,,,,,,14,2.01,1,,,
IFRA11,Indefinido,92.37,1555980.83,,0.85,0.89 ,2.69 ,6.61 ,13.25 ,0.90 ,1.10 ,1.10 ,12.09 ,-2.76 ,-1.89 ,19.10 ,,,,,,,,0,19.84,0,,0.85  aa,
IFRI11,Misto,98.30,1400258.13,,1.40,1.37 ,2.59 ,6.18 ,13.75 ,0.86 ,1.03 ,1.15 ,12.54 ,3.53 ,4.94 ,34.36 ,,,,,,,,0,17.21,0,,0.85  aa,
IMOV11,Indefinido,,,,0.09,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,493881679.32,,,,,,,14,,13027,,1.50  aa,20.00  aa
INFA11,Outros,9.82,,,0.09,0.00 ,0.00 ,0.00 ,15.36 ,0.00 ,0.00 ,1.92 ,14.56 ,0.00 ,0.00 ,,,,,,,,,0,2.65,0,,,
INFB11,Indefinido,102.00,13365.93,,1.00,0.99 ,0.00 ,0.99 ,4.24 ,0.00 ,0.99 ,1.06 ,2.12 ,14.99 ,16.13 ,11.90 ,,,,,,,,0,89.15,0,,,
INLG11,Imóveis Industriais e Logísticos,74.12,112757.30,0.74,0.74,1.00 ,3.04 ,6.20 ,13.17 ,1.01 ,1.03 ,1.10 ,11.96 ,-0.82 ,0.18 ,26.61 ,453446719.86,,,,,,,5,14.40,16389,,0.46  aa,
INRD11,Fundo de Desenvolvimento,74.28,25755.65,0.63,0.66,0.88 ,2.65 ,5.25 ,11.11 ,0.88 ,0.88 ,0.93 ,10.17 ,1.46 ,2.35 ,32.50 ,134297489.40,,,,,,,5,20.77,6522,,1.00  aa,
IRDM11,Papéis,58.31,5809802.38,0.74,1.25,0.00 ,2.41 ,6.17 ,14.10 ,0.80 ,1.03 ,1.18 ,12.73 ,0.00 ,0.00 ,,2972355816.63,78.96,0.74,0.89 ,-14.91 ,-14.16 ,-10.72 ,1,15.13,265560,0.83  aa,0.17  aa,
IRIF11,Papéis,8.56,28682.91,,0.11,1.27 ,0.00 ,2.57 ,6.43 ,0.00 ,0.43 ,1.07 ,6.43 ,2.24 ,3.54 ,10.55 ,,,,,,,,0,34.45,0,,,
IRIM11,Indefinido,75.21,107562.65,0.90,0.76,1.00 ,3.29 ,7.08 ,15.49 ,1.10 ,1.18 ,1.29 ,14.05 ,14.10 ,15.24 ,57.14 ,160651859.39,83.67,0.90,0.86 ,-14.03 ,-13.29 ,-9.99 ,14,18.87,2672,0.83  aa,0.15  aa,
ISCJ11,Papéis,50.71,10174.00,0.30,1.60,3.16 ,73.25 ,74.22 ,110.63 ,24.42 ,12.37 ,9.22 ,115.01 ,20.74 ,24.55 ,19.18 ,32247797.88,,,,,,,14,331.92,69,,,
ITIP11,Papéis,64.47,28141.83,0.96,0.71,1.08 ,3.47 ,7.16 ,13.90 ,1.16 ,1.19 ,1.16 ,12.88 ,1.20 ,2.29 ,19.34 ,50167936.05,68.21,0.95,1.14 ,-14.83 ,-13.86 ,-11.81 ,14,13.53,8102,,,
ITIT11,Fundo de Fundos,68.53,67642.00,0.89,0.61,0.88 ,2.74 ,5.46 ,11.24 ,0.91 ,0.91 ,0.94 ,10.30 ,0.71 ,1.60 ,20.54 ,69536953.92,78.03,0.88,0.81 ,-1.18 ,-0.38 ,6.31 ,14,12.59,9894,,0.30  aa,
ITRI11,Shoppings,77.75,601972.39,0.83,0.82,1.04 ,3.13 ,6.28 ,12.73 ,1.04 ,1.05 ,1.06 ,11.63 ,-2.90 ,-1.89 ,21.71 ,583495804.86,,,,,,,14,16.80,13544,,1.20  aa,-1.00  aa
IVCI11,Papéis,96.86,,0.98,2.10,0.00 ,0.00 ,0.00 ,8.33 ,0.00 ,0.00 ,0.76 ,5.17 ,0.00 ,0.00 ,,49367889.16,,,,,,,0,1.12,1,,,
JASC11,Imóveis Comerciais - Outros,105.00,37865.00,0.93,0.69,0.00 ,0.69 ,0.69 ,4.47 ,0.69 ,0.69 ,0.37 ,3.85 ,0.00 ,0.00 ,,395181019.71,,,,,,,19,45.16,167,,,
JBFO11,Papéis,15.03,82.00,1.94,7.77,0.00 ,0.00 ,0.00 ,111.75 ,0.00 ,0.00 ,9.31 ,0.77 ,0.00 ,0.00 ,,9919792.95,,,,,,,14,117.73,369,,,
JCCJ11,Papéis,152.60,28872.29,0.81,0.40,0.26 ,0.48 ,0.92 ,2.35 ,0.48 ,0.92 ,0.20 ,2.06 ,-8.38 ,-8.15 ,-11.16 ,315131527.82,,,,,,,14,29.16,118,,,
JCIN11,Fundo de Fundos,148.90,9973769.00,0.94,0.27,0.00 ,0.00 ,0.00 ,1.93 ,0.00 ,0.00 ,0.16 ,1.52 ,0.00 ,0.00 ,,208320850.76,,,,,,,14,22.74,6,,,
JFLL11,Imóveis Residenciais,66.18,11256.52,0.62,4.80,6.85 ,8.60 ,10.94 ,15.60 ,2.87 ,1.82 ,1.30 ,16.45 ,1.88 ,8.86 ,20.87 ,159307954.78,106.16,0.62,0.38 ,5.13 ,5.53 ,14.67 ,233,18.66,2469,,1.15  aa,
JGPX11,Indefinido,65.84,466037.61,0.68,1.20,1.84 ,5.24 ,8.89 ,15.01 ,1.75 ,1.48 ,1.25 ,14.01 ,-11.05 ,-9.41 ,36.56 ,206601082.65,96.49,0.68,1.29 ,0.54 ,1.83 ,12.91 ,0,33.72,5712,1.00  aa,0.18  aa,20.00  aa
JMBI11,Outros,83.46,691621.70,,1.16,1.34 ,1.34 ,5.55 ,12.26 ,0.45 ,0.93 ,1.11 ,12.26 ,2.82 ,4.20 ,19.32 ,,,,,,,,0,36.70,0,,1.25  aa,20.00  aa
JPPA11,Papéis,77.50,71798.17,0.78,1.06,1.35 ,4.00 ,8.30 ,17.42 ,1.33 ,1.38 ,1.45 ,15.95 ,-1.74 ,-0.42 ,28.57 ,89616650.27,99.13,0.78,1.07 ,0.82 ,1.90 ,14.68 ,14,14.24,6451,,1.05  aa,20.00  aa
JSAF11,Fundo de Fundos,7.39,1620118.70,0.82,0.09,1.15 ,3.42 ,7.01 ,14.86 ,1.14 ,1.17 ,1.24 ,13.62 ,-2.76 ,-1.64 ,15.75 ,694568518.90,8.96,0.82,0.95 ,-90.46 ,-90.37 ,-89.61 ,14,23.10,23161,1.00  aa,,20.00  aa
JSCR11,Papéis,7.94,230094.09,0.85,0.10,1.18 ,3.52 ,6.98 ,39.19 ,1.17 ,1.16 ,3.27 ,25.28 ,-1.22 ,-0.06 ,43.46 ,206866481.89,,,,,,,14,27.52,3557,,1.00  aa,10.00  aa
JSRE11,Misto,64.89,1346543.61,0.64,0.48,0.76 ,2.30 ,4.54 ,9.76 ,0.77 ,0.76 ,0.81 ,8.87 ,1.97 ,2.74 ,28.02 ,2119344809.75,102.05,0.64,0.47 ,-9.67 ,-9.24 ,-5.27 ,6,18.27,85833,,1.00  aa,20.00  aa
JURO11,Indefinido,97.39,2879758.39,,1.00,1.01 ,3.01 ,6.10 ,11.88 ,1.00 ,1.02 ,0.99 ,10.81 ,-3.20 ,-2.22 ,18.74 ,,,,,,,,0,15.76,0,,1.00  aa,
KCRE11,Indefinido,8.40,328585.70,0.90,0.08,0.93 ,3.03 ,7.16 ,14.64 ,1.01 ,1.19 ,1.22 ,13.64 ,-0.35 ,0.58 ,22.98 ,337574935.25,9.38,0.90,0.96 ,-90.42 ,-90.33 ,-90.22 ,14,15.89,16022,,1.20  aa,
KDIF11,Indefinido,121.60,2682855.17,,1.30,1.05 ,2.91 ,5.82 ,12.53 ,0.97 ,0.97 ,1.04 ,11.48 ,0.33 ,1.39 ,20.41 ,,,,,,,,0,17.07,0,,1.11  aa,
KDOL11,Misto,94.00,88597.71,0.96,0.50,0.54 ,1.55 ,3.03 ,6.06 ,0.52 ,0.51 ,0.55 ,5.53 ,0.00 ,0.54 ,-0.54 ,65534043.21,97.67,0.96,0.45 ,0.00 ,0.00 ,0.00 ,0,21.38,1770,,1.00  aa,
KEVE11,Fundo de Desenvolvimento,846.01,295.33,1.40,34.53,0.00 ,0.00 ,0.00 ,19.89 ,0.00 ,0.00 ,1.66 ,8.59 ,0.00 ,0.00 ,,89511589.18,557.95,1.52,6.19 ,-40.15 ,-36.44 ,-38.89 ,14,128.10,436,,1.45  aa,20.00  aa
KFEN11,Indefinido,1100.00,1571.43,1.17,7.96,0.00 ,0.00 ,0.00 ,4.40 ,0.00 ,0.00 ,0.49 ,4.40 ,0.00 ,0.00 ,,167318726.24,,,,,,,14,31.84,129,,,
KFOF11,Fundo de Fundos,81.23,526474.57,0.91,0.80,0.98 ,2.99 ,5.82 ,12.31 ,1.00 ,0.97 ,1.03 ,11.24 ,2.14 ,3.15 ,30.46 ,629446011.25,89.73,0.91,0.89 ,-1.25 ,-0.37 ,5.18 ,14,16.36,29735,,0.92  aa,20.00  aa
KINP11,Fundo de Desenvolvimento,10.00,38394.20,0.16,2.90,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19.95 ,0.00 ,0.00 ,,118155565.38,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,12.74,8102,,,
KISU11,Fundo de Fundos,6.80,306695.65,0.84,0.07,1.03 ,3.09 ,6.16 ,12.47 ,1.03 ,1.03 ,1.04 ,11.45 ,-0.88 ,0.14 ,15.82 ,356477719.53,8.07,0.84,0.87 ,-7.45 ,-6.65 ,-4.50 ,14,16.20,104690,,0.60  aa,
KIVO11,Papéis,61.25,170013.13,0.72,0.85,1.36 ,4.20 ,8.92 ,18.46 ,1.40 ,1.49 ,1.54 ,17.03 ,-2.37 ,-1.04 ,17.32 ,190361636.69,,,,,,,14,22.31,6871,,1.15  aa,10.00  aa
KNCA11,Indefinido,94.80,1966625.43,0.93,1.15,1.20 ,3.47 ,7.23 ,14.82 ,1.16 ,1.21 ,1.24 ,13.74 ,0.96 ,2.17 ,31.53 ,2193692116.98,101.56,0.93,1.13 ,-0.61 ,0.51 ,11.84 ,0,17.99,80629,1.20  aa,,
KNCR11,Papéis,104.42,10087709.04,1.02,1.33,1.26 ,3.82 ,7.48 ,14.03 ,1.27 ,1.25 ,1.17 ,13.02 ,0.81 ,2.08 ,27.62 ,9171360996.84,102.00,1.02,1.32 ,1.24 ,2.58 ,16.11 ,14,9.92,455519,1.00  aa,,
KNHF11,Indefinido,91.79,2395733.87,0.92,1.00,1.07 ,3.21 ,6.54 ,13.41 ,1.07 ,1.09 ,1.12 ,12.25 ,-1.99 ,-0.94 ,36.17 ,1960371148.95,,,,,,,6,17.02,51815,,1.20  aa,
KNHY11,Papéis,98.10,2486778.30,1.00,1.00,1.00 ,3.26 ,7.22 ,14.87 ,1.09 ,1.20 ,1.24 ,13.73 ,-1.01 ,-0.02 ,25.25 ,3073606941.32,98.24,1.00,1.02 ,0.50 ,1.52 ,14.68 ,14,11.18,26040,,1.60  aa,
KNIP11,Papéis,87.49,7428992.30,0.96,0.62,0.70 ,2.19 ,5.18 ,12.47 ,0.73 ,0.86 ,1.04 ,11.38 ,0.28 ,0.99 ,19.83 ,7327652282.06,91.51,0.96,0.66 ,-2.50 ,-1.86 ,7.13 ,14,11.16,71634,,1.00  aa,
KNOX11,Indefinido,101.80,522872.39,,2.64,2.68 ,0.00 ,2.68 ,8.58 ,0.00 ,0.45 ,0.72 ,2.68 ,6.21 ,9.06 ,9.06 ,,,,,,,,0,19.14,0,,,
KNPR11,Indefinido,,,,3.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,55532537.63,,,,,,,14,,594,,,
KNRE11,Fundo de Desenvolvimento,0.31,1272.04,0.49,0.00,1.68 ,0.00 ,1.68 ,338.66 ,0.00 ,0.28 ,28.22 ,338.66 ,575.00 ,586.34 ,1099.67 ,11759710.20,0.76,0.41,9.22 ,0.00 ,9.22 ,0.46 ,14,370.45,5788,,0.04  aa,20.00  aa
KNRI11,Misto,146.49,3563909.13,0.90,1.00,0.68 ,2.07 ,4.18 ,8.79 ,0.69 ,0.70 ,0.73 ,7.98 ,0.07 ,0.75 ,29.86 ,4606809151.75,163.34,0.90,0.61 ,2.19 ,2.82 ,11.40 ,20,15.13,300924,1.11  aa,,
KNSC11,Papéis,8.67,3453187.87,0.99,0.09,1.03 ,3.19 ,6.51 ,13.66 ,1.06 ,1.09 ,1.14 ,12.63 ,-0.34 ,0.69 ,27.48 ,1771467856.23,8.76,0.99,1.14 ,-90.06 ,-89.95 ,-88.89 ,14,14.78,235616,1.20  aa,,
KNUQ11,Indefinido,103.87,3101679.65,1.02,1.25,1.19 ,3.72 ,7.90 ,15.35 ,1.24 ,1.32 ,1.28 ,14.27 ,0.15 ,1.34 ,30.51 ,2184353525.30,,,,,,,14,10.97,42418,,1.40  aa,
KOPA11,Indefinido,705.60,264213.78,0.88,10.00,1.25 ,6.71 ,13.61 ,25.59 ,2.24 ,2.27 ,2.13 ,33.73 ,-5.11 ,-3.92 ,74.95 ,283743647.41,800.01,0.88,1.25 ,0.00 ,0.00 ,0.00 ,0,25.34,3383,,2.00  aa,20.00  aa
KORE11,Lajes Corporativas,68.47,1668733.43,0.65,1.25,1.78 ,5.28 ,10.02 ,20.19 ,1.76 ,1.67 ,1.68 ,18.46 ,-3.60 ,-1.89 ,16.53 ,1019304634.39,,,,,,,4,22.52,28396,,1.06  aa,
KRES11,Misto,,,,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,233940648.12,,,,,,,1,,131,,,
LAFI11,Misto,120.53,31107.00,1.03,3.84,0.00 ,0.00 ,4.30 ,12.22 ,0.00 ,2.15 ,6.11 ,12.22 ,0.00 ,0.00 ,,90494106.40,111.46,1.08,4.43 ,0.00 ,0.00 ,0.00 ,0,42.31,1267,,,
LASC11,Shoppings,100.50,1668534.22,0.78,0.69,0.70 ,2.27 ,13.49 ,17.77 ,0.76 ,2.25 ,1.48 ,17.77 ,-0.12 ,0.58 ,28.31 ,380409884.01,129.38,0.78,4.43 ,20.96 ,26.32 ,26.86 ,2,58.34,452,,1.07  aa,20.00  aa
LAVF11,Indefinido,,,,1.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,,8102,,,
LFTT11,Papéis,2.10,598719.00,0.04,0.21,0.00 ,0.00 ,79.27 ,80801779.68 ,0.00 ,13.21 ,6733481.64 ,187.89 ,0.00 ,0.00 ,,33927760.16,51.02,0.04,0.41 ,27.42 ,27.95 ,-54.91 ,51,276.06,8,,,
LGCP11,Imóveis Industriais e Logísticos,82.95,163106.04,0.65,0.80,1.13 ,3.17 ,5.76 ,10.78 ,1.06 ,0.96 ,0.90 ,10.78 ,-7.22 ,-6.17 ,-7.05 ,457171677.92,101.32,0.82,0.79 ,-1.43 ,-0.65 ,7.48 ,5,9.47,19183,,0.46  aa,
LIFE11,Imóveis Comerciais - Outros,8.15,379738.00,0.83,0.12,1.44 ,4.26 ,8.42 ,17.72 ,1.42 ,1.40 ,1.48 ,16.11 ,-1.30 ,0.12 ,16.09 ,370833126.75,,,,,,,14,26.65,18532,,1.38  aa,20.00  aa
